Source,GoogleTranslate,human1,human2,human3,human4
— Не приказано принимать!,— Not ordered to accept!,“What! what do you mean!,“What?” he exclaimed.,“I am ordered not to admit you!”,“What! What are you saying?
"— Оттого, что просто не хочу, да и полно.","- Because I just don’t want to, and that’s enough.","“Because I simply don’t want them, and that’s all about it.”",“Because I don’t WANT the things—I am full up already.”,"“Because I just don’t want to, that’s all.”",“Because I simply don t want them—and that’s all there is to it.”
"— Да чего ж ты рассердился так горячо? Знай я прежде, что ты такой сердитый, да я бы совсем тебе и не прекословила.","- Why are you so angry? If I had known beforehand that you were so angry, I wouldn't have rebuked you at all.",“But why are you in such a terrible rage? If I had known before that you were so hot-tempered I wouldn’t have contradicted you.”,"“Why should you be so angry with me? Had I known that you were going to lose your temper in this way, I should never have discussed the matter.”","“But why all this hot anger? If I’d known before that you were such an angry one, I wouldn’t have contradicted you at all.”","“Why, whatever did you get so all-fired angry for? If I’d known beforehand that you’re so apt to get angry I never would have argued with you at all.”"
— Ваше сиятельство! — кричал Чичиков и обхватил обеими руками сапог князя.,"— Your Excellency! shouted Chichikov, and clasped the prince's boot with both hands.","“Your Excellency!” cried Tchitchikov, clasping the prince’s boot in both arms.",“Away with him!” exclaimed the Prince to the gendarme who had just entered.,"“Your Excellency!” Chichikov cried, seizing the prince’s boot with both hands.",
"— А что? — спросил Чичиков любопытно, держа над головою картуз.","- And what? Chichikov asked curiously, holding his cap over his head.","“Oh why?” asked Tchitchikov with curiosity, holding his cap above his head.","“Why?” asked Chichikov with no little curiosity, and still holding his cap over his head.","“Why?” Chichikov asked curiously, holding his cap up over his head.",
"— Почему не покупать? Покупаю, только после.",Why not buy? I buy only after.,"“Why not? I’ll certainly buy it, only later.”","“Lard? Oh certainly. Why not? Only, only—I will do so ANOTHER time.”","“Why shouldn’t I? I’ll buy it, only later.”","“And why not? I do buy it, only that will have to come later.”"
— Как так?,— How so?,"“Why, how’s that?”","“It is this, your Excellency.",“How so?”,
"— Подлец ты! — вскрикнул Чичиков, всплеснув руками, и подошел к нему так близко, что Селифан из боязни, чтобы не получить от барина подарка, попятился несколько назад и посторонился. — Убить ты меня собрался? а? зарезать меня хочешь? На большой дороге меня собрался зарезать, разбойник, чушка ты проклятый, страшилище морское! а? а? Три недели сидели на месте, а? Хоть бы заикнулся, беспутный, — а вот теперь к последнему часу и пригнал! когда уж почти начеку: сесть бы да и ехать, а? а ты вот тут-то и напакостил, а? а? Ведь ты знал это прежде? ведь ты знал это, а? а? Отвечай. Знал? А?","- You scoundrel! Chichikov cried, clasping his hands, and went up to him so close that Selifan, out of fear that he might not receive a gift from the master, stepped back a little and stood aside. ""Are you going to kill me?"" a? do you want to kill me? On the high road, he was about to kill me, robber, you damned ingot, sea monster! a? a? Three weeks of sitting still, huh? If only he had hinted, the dissolute one, - but now he has driven it to the last hour! when you are almost on the alert: to sit down and go, huh? and you messed up here, didn't you? a? Did you know this before? you knew that, didn't you? a? Answer. Did you know? BUT?","“You scoundrel!” cried Tchitchikov, flinging up his hands, and he went up to him so close that Selifan stepped back a little and ducked to one side, afraid he was going to get something from his master. “Do you want to be the death of me, eh? Do you mean to bring me to my grave? Do you mean to murder me on the road , you ruffian, you damned pig’s face, you sea monster, eh? Haven’t you been doing nothing here for three weeks? If you had only dropped a hint, you senseless brute, but here you put it off till the last minute. When everything is almost ready for me to get in and set off, here you go and make a mess of it all, eh, eh? Didn’t you know it before? You knew it, didn’t you, didn’t you? Answer. Did you know?”","“Rascal!” shouted Chichikov, clenching his fists and approaching Selifan in such a manner that, fearing to receive a blow, the man backed and dodged aside. “Do you mean to ruin me, and to break all our bones on the road, you cursed idiot? For these three weeks past you have been doing nothing at all; yet now, at the last moment, you come here stammering and playing the fool! Do you think I keep you just to eat and to drive yourself about? You must have known of this before? Did you, or did you not, know it? Answer me at once.” “Yes, I did know it,” replied Selifan, hanging his head.","“You scoundrel!” cried Chichikov, clasping his hands, and he came up so close to him that Selifan, for fear the master might make him a little gift, backed off a bit and stepped aside. “So you’re going to kill me, eh? want to put a knife in me? knife me on the high road , you robber, you cursed pig, you sea monster! eh? eh? Sat here for three weeks, eh? If you’d only made a peep, you wastrel—and now you’ve pushed it right up to the final hour! when everything’s almost set—just get in and go, eh? and it’s here that you muck it up, eh? eh? Didn’t you know before? didn’t you, eh? eh? Answer! Didn’t you know?”","“You scoundrel!” Chichikov cried out, wringing his hands, and walked up so close to him that Selifan, out of fear of receiving a free gift from him, backed away and sidestepped. “Do you want to be the death of me, eh? Do you want to slit my throat? Have you set your mind on slitting my throat on the highway, you robber, you damned swine, you sea monster, you! Eh? Eh? We’ve been sitting in this one spot for three weeks now, haven’t we, eh? If you’d only given me an inkling, you shiftless lout—but no, now, at the eleventh hour, you let me have it all at once! When everything is all set to get in the carriage and be off, eh? So that’s the very time you have to go and play me a dirty trick like that, eh? Eh? For you knew all this before, didn’t you? For you did know it, eh? Eh? Answer me! You did know? Eh?”"
"Что значили эти рыданья? Обнаруживала ли ими болеющая душа скорбную тайну своей болезни, что не успел образоваться и окрепнуть начинавший в нем строиться высокий внутренний человек; что, не испытанный измлада в борьбе с неудачами, не достигнул он до высокого состоянья возвышаться и крепнуть от преград и препятствий; что, растопившись, подобно разогретому металлу, богатый запас великих ощущений не принял последней закалки, и теперь, без упругости, бессильна его воля; что слишком для него рано умер необыкновенный наставник и нет теперь никого во всем свете, кто бы был в силах воздвигнуть и поднять шатаемые вечными колебаньями силы и лишенную упругости немощную волю, — кто бы крикнул живым, пробуждающим голосом, — крикнул душе пробуждающее слово: вперед! — которого жаждет повсюду, на всех ступенях стоящий, всех сословий, званий и промыслов, русский человек?","What did these sobs mean? Did the ailing soul reveal by them the mournful secret of his illness, that the high inner man that began to be built in him did not have time to form and grow stronger; that, having not experienced childhood in the fight against failures, he did not reach a high state of rising and becoming stronger from barriers and obstacles; that, having melted like heated metal, the rich store of great sensations did not take on the final hardening, and now, without elasticity, his will is powerless; that an extraordinary mentor died too early for him, and now there is no one in the whole world who would have the strength to raise up and raise the forces shattered by eternal fluctuations and the weak will devoid of elasticity - who would cry out in a living, awakening voice - shouted the awakening word to the soul: forward ! - which is longed for everywhere, standing on all steps, of all classes, ranks and trades, a Russian person?","What did those sobs mean? Did his sick soul betray in them the sorrowful secret of its sickness—that the fine inner man, that had begun to be formed within him, had not had time to develop and grow strong; that unpractised in the struggle with failure he had never attained the precious faculty of rising to higher things and gaining strength from obstacles and difficulties; that the rich treasure of lofty feelings that had glowed within him like molten metal had not been tempered like steel, and now his will had no elasticity and was impotent; that his rare, marvellous teacher had died too soon, and now there was no one in the whole world who could rouse and awaken his forces, flagging from continual hesitation, and his weak, impotent will—who could cry to the soul in a living, rousing voice, the rousing word: “ Forward!” which the Russian, at every stage, in every condition and calling, thirsts to hear?","What meant these repinings? Was there not disclosed in them the secret of his galling spiritual pain—the fact that he had failed to order his life aright, to confirm the lofty aims with which he had started his course; the fact that, always poorly equipped with experience, he had failed to attain the better and the higher state, and there to strengthen himself for the overcoming of hindrances and obstacles; the fact that, dissolving like overheated metal, his bounteous store of superior instincts had failed to take the final tempering; the fact that the tutor of his boyhood, a man in a thousand, had prematurely died, and left to Tientietnikov no one who could restore to him the moral strength shattered by vacillation and the will power weakened by want of virility—no one, in short, who could cry hearteningly to his soul “Forward!”—the word for which the Russian of every degree, of every class, of every occupation, of every school of thought, is for ever hungering. Indeed, WHERE is the man who can cry aloud for any of us, in the Russian tongue dear to our soul, the all-compelling command “Forward!”?","What was the meaning of this weeping? Was his aching soul thereby revealing the doleful mystery of its illness—that the lofty inner man who was beginning to be built in him had had no time to form and gain strength; that, not tried from early years in the struggle with failure , he had never attained the lofty ability to rise and gain strength from obstacles and barriers; that, having melted like heated metal, the wealth of great feelings had not been subjected to a final tempering, and now, lacking resilience, his will was powerless; that an extraordinary mentor had died too soon, and there was no longer anyone in the whole world capable of raising and holding up those forces rocked by eternal vacillation and that feeble will lacking in resilience—who could cry out in a live and rousing voice—cry out to his soul the rousing word : forward!—which the Russian man everywhere, at every level of rank, title, and occupation, yearns for?",
"— Не хочу! — сказал Чичиков и поднес, однако ж, обе руки на всякий случай поближе к лицу, ибо дело становилось в самом деле жарко.","- I do not want! said Chichikov, and, however, raised both hands, just in case, closer to his face, for the matter was getting really hot.","said Nozdryov, advancing closer. “No,” said Tchitchikov, and at the same time he brought both his hands nearer to his face in case of need, for things were really getting rather too hot for him.","And Nozdrev approached a step nearer. “Very well; I DO say that,” replied Chichikov, and at the same moment raised his hands towards his face, for the dispute was growing heated.","“No, tell me straight out that you don’t want to play,” Nozdryov said, stepping still closer. “I don’t!” said Chichikov, bringing both hands closer to his face anyhow, just in case, for things were indeed getting heated.","“No, I don’t want to,” said Chichikov but, just the same, brought both his hands nearer his face, against any contingency, since things were really getting hot."
"Уже несколько минут стоял Плюшкин, не говоря ни слова, а Чичиков все еще не мог начать разговора, развлеченный как видом самого хозяина, так и всего того, что было в его комнате. Долго не мог он придумать, в каких бы словах изъяснять причину своего посещения. Он уже хотел было выразиться в таком духе, что, наслышась о добродетели и редких свойствах души его, почел долгом принести лично дань уважения, но спохватился и почувствовал, что это слишком. Искоса бросив еще один взгляд на все, что было в комнате, он почувствовал, что слово «добродетель» и «редкие свойства души» можно с успехом заменить словами «экономия» и «порядок»; и потому, преобразивши таким образом речь, он сказал, что, наслышась об экономии его и редком управлении имениями, он почел за долг познакомиться и принести лично свое почтение. Конечно, можно было бы привести иную, лучшую причину, но ничего иного не взбрело тогда на ум.","Plyushkin had been standing for several minutes without saying a word, but Chichikov was still unable to start a conversation, entertained both by the sight of the owner himself and by everything that was in his room. For a long time he could not think of any words to explain the reason for his visit. He was about to express himself in such a spirit that, having heard a lot about virtue and the rare properties of his soul, he considered it his duty to personally pay tribute, but he caught himself and felt that this was too much. Throwing another sidelong glance at everything that was in the room, he felt that the words ""virtue"" and ""rare properties of the soul"" could be successfully replaced by the words ""economy"" and ""order""; and therefore, thus transforming his speech, he said that, having heard a lot about his economy and the rare management of estates, he considered it a duty to make acquaintance and pay his respects personally. Of course, another, better reason could have been given, but nothing else came to mind then.","Plyushkin had been standing for some minutes without uttering a word, and still Tchitchikov, distracted both by the appearance of the landowner himself and by all that was in his room, could not think how to begin the conversation. For a long while he could not imagine in what words to explain the object of his visit. He had intended to use some such expression as “that having heard of his virtues and the rare qualities of his soul, he had thought it his duty to pay him his respects in person”; but he hesitated and felt that this was too much. Casting another sidelong look at all the things in the room, he felt that the words “virtues” or “rare qualities of soul,” might be suitably replaced by the words “economy” and “good management,” and so, adapting his speech accordingly, he said, that, having heard of his economy and rare skill in the management of his estates, he had thought it his duty to make his acquaintance and pay his respects in person. No doubt a better reason might have been found, but nothing else occurred to him at the moment.","For several minutes Plushkin stood mute, while Chichikov remained so dazed with the appearance of the host and everything else in the room, that he too, could not begin a conversation, but stood wondering how best to find words in which to explain the object of his visit. For a while he thought of expressing himself to the effect that, having heard so much of his host’s benevolence and other rare qualities of spirit, he had considered it his duty to come and pay a tribute of respect; but presently even HE came to the conclusion that this would be overdoing the thing, and, after another glance round the room, decided that the phrase “benevolence and other rare qualities of spirit” might to advantage give place to “economy and genius for method.” Accordingly, the speech mentally composed, he said aloud that, having heard of Plushkin’s talents for thrifty and systematic management , he had considered himself bound to make the acquaintance of his host, and to present him with his personal compliments (I need hardly say that Chichikov could easily have alleged a better reason, had any better one happened, at the moment, to have come into his head).","For several minutes already Plyushkin had been standing there, not saying a word, yet Chichikov was still unable to begin talking, distracted as much by the look of the master himself as by all that was in his room. For a long time he was unable to think up any words to explain the reason for his visit. He was just about to express himself in some such spirit as, having heard of his virtue and the rare qualities of his soul, he felt it his duty personally to pay a tribute of respect, but he checked himself, feeling it was too much. Casting one more sidelong glance at all that was in the room, he felt that the words “virtue” and “rare qualities of soul” could successfully be replaced by the words “economy” and “order”; and therefore, transforming the speech in this manner, he said that, having heard of his economy and rare skill in running his estate, he felt it his duty to make his acquaintance and offer his respects personally. Of course, it would have been possible to produce another, better reason, but nothing else came into his head just then.","Pliushkin had been standing thus for several minutes by now, without uttering a word, while Chichikov still could not begin a conversation, being distracted both by the appearance of his host and by everything in his room. For a long time he could not hit upon the words with which to explain the reason for his coming. He was just about to express himself in some such high-flown vein as that, having heard such a great deal about his virtue and the rare qualities of his soul, he had deemed it his duty to pay him his due tribute of respect in person; but he brought himself up short and sensed that this was a bit much. Casting another look out of the corner of his eye at all the things in the room, he sensed that for such words as virtue and rare qualities of the soul one might well substitute the words economy and orderliness, and for that reason, having reworked his speech accordingly, he said that having heard of Pliushkin’s economy and his rare skill in estate management, he had deemed it his duty to make his acquaintance and to pay him his respects in person. Of course, he might have given another and a better reason, but at the time nothing else popped into his head."
"— Эй, борода! а как проехать отсюда к Плюшкину, так чтоб не мимо господского дома?","- Hey beard! but how to get from here to Plyushkin, so as not to pass by the master's house?","“Hey, bushy beard! How’s one to get from here to Plyushkin’s without passing your master’s house?”",“Hi!” shouted Chichikov. “How can I reach landowner Plushkin’s place without first going past the mansion here?”,"“Hey, graybeard! how can I get from here to Plyushkin’s, so as not to go past the master’s house?”","“Hey, there, you with the beard! How does one drive from here to Pliushkin’s place, but so’s not to drive past the master’s house?”"
— Куды ж ехать?,— Where to go?,“Where could I go?”,“But whither?”,“Where to?”,
"— Извольте, по полтине прибавлю.","- Excuse me, I'll add a half.","“Well, if you like I’ll say another half rouble.”","“However, I will add another half-rouble.” And he did so.","“If you please, I’ll add fifty kopecks.”","“I’ll give him a half-ruble more per soul, the dog, by way of a tip!”—“I’ll add on half a ruble for each, if you like.”"
"Так рассуждая, Селифан забрался наконец в самые отдаленные отвлеченности. Если бы Чичиков прислушался, то узнал бы много подробностей, относившихся лично к нему; но мысли его так были заняты своим предметом, что один только сильный удар грома заставил его очнуться и посмотреть вокруг себя; все небо было совершенно обложено тучами, и пыльная почтовая дорога опрыскалась каплями дождя. Наконец громовый удар раздался в другой раз громче и ближе, и дождь хлынул вдруг как из ведра. Сначала, принявши косое направление, хлестал он в одну сторону кузова кибитки, потом в другую, потом, изменив и образ нападения и сделавшись совершенно прямым, барабанил прямо в верх его кузова; брызги наконец стали долетать ему в лицо. Это заставило его задернуться кожаными занавесками с двумя круглыми окошечками, определенными на рассматривание дорожных видов, и приказать Селифану ехать скорее. Селифан, прерванный тоже на самой середине речи, смекнул, что, точно, не нужно мешкать, вытащил тут же из-под козел какую-то дрянь из серого сукна, надел ее в рукава, схватил в руки вожжи и прикрикнул на свою тройку, которая чуть-чуть переступала ногами, ибо чувствовала приятное расслабление от поучительных речей. Но Селифан никак не мог припомнить, два или три поворота проехал. Сообразив и припоминая несколько дорогу, он догадался, что много было поворотов, которые все пропустил он мимо. Так как русский человек в решительные минуты найдется, что сделать, не вдаваясь в дальние рассуждения, то, поворотивши направо, на первую перекрестную дорогу, прикрикнул он: «Эй вы, други почтенные!» — и пустился вскачь, мало помышляя о том, куда приведет взятая дорога.","Thinking thus, Selifan at last climbed into the most remote abstractions. If Chichikov had listened, he would have learned many details relating to him personally; but his thoughts were so occupied with his subject that only a strong clap of thunder made him wake up and look around him; the whole sky was completely overcast, and the dusty post road was sprinkled with raindrops. At last the thunderclap resounded another time, louder and nearer, and the rain suddenly gushed as if from a bucket. First, having taken an oblique direction, he whipped at one side of the body of the wagon, then at the other, then, changing the mode of attack and becoming completely straight, he drummed directly on the top of its body; spray finally began to reach him in the face. This made him draw back the leather curtains with two round windows, determined to view the road views, and order Selifan to go faster. Selifan, also interrupted in the very middle of his speech, realized that there was no need to linger, immediately pulled some rubbish from under the goat, put it on his sleeves, grabbed the reins in his hands and shouted at his troika, which she moved her feet a little, for she felt a pleasant relaxation from instructive speeches. But Selifan could not remember whether he had gone through two or three turns. Thinking and remembering the road somewhat, he guessed that there were many turns, which he all missed by. Since a Russian person in decisive moments will find something to do without going into distant arguments, then, turning to the right, onto the first crossroads, he shouted: “Hey you, respected friends!” - and set off at a gallop, thinking little about where the road taken would lead.","Reasoning in this way Selifan rose at last to the most abstract generalisations. If Tchitchikov had been listening, he would have learned many details relating to himself. But his thoughts were so engrossed with his pet idea that nothing but a loud clap of thunder made him rouse himself and look about him. The whole sky was completely covered with clouds and the dusty high-road was being sprinkled with drops of rain. Then there came a second clap of thunder louder and nearer and the rain spurted down in bucketfuls. At first falling in a slanting direction, it lashed on one side of the chaise, then on the other; then, changing its direction and coming down quite straight, it pattered on the roof of the carriage; and finally drops spurted straight into our hero’s face. This made him draw the leather curtains, with two little round windows in them to give a view of the road, and tell Selifan to drive faster. Selifan, interrupted in the middle of his talk, realised that it certainly would not do to dawdle, pulled out from under the box seat some ragged garment of grey cloth, put it on, snatched up the reins, and shouted at his horses, who were scarcely moving their legs, for they felt agreeably relaxed by his edifying admonitions. But Selifan could not remember whether he had passed two, or three, turnings. On reflecting and recalling the road, he surmised that he had passed many. As in critical moments a Russian always decides what to do without further reflection, he turned to the right at the next crossroad and, shouting, “Hey, honoured friends!” put his horses into a gallop without considering long where the road he had taken might lead them.","Thus soliloquising, he passed to more remote abstractions; until, had Chichikov been listening, he would have learnt a number of interesting details concerning himself. However, his thoughts were wholly occupied with his own subject, so much so that not until a loud clap of thunder awoke him from his reverie did he glance around him. The sky was completely covered with clouds, and the dusty turnpike beginning to be sprinkled with drops of rain. At length a second and a nearer and a louder peal resounded, and the rain descended as from a bucket. Falling slantwise, it beat upon one side of the basketwork of the tilt until the splashings began to spurt into his face, and he found himself forced to draw the curtains (fitted with circular openings through which to obtain a glimpse of the wayside view), and to shout to Selifan to quicken his pace. Upon that the coachman, interrupted in the middle of his harangue, bethought him that no time was to be lost; wherefore, extracting from under the box-seat a piece of old blanket, he covered over his sleeves, resumed the reins, and cheered on his threefold team (which, it may be said, had so completely succumbed to the influence of the pleasant lassitude induced by Selifan’s discourse that it had taken to scarcely placing one leg before the other). Unfortunately, Selifan could not clearly remember whether two turnings had been passed or three. Indeed, on collecting his faculties, and dimly recalling the lie of the road, he became filled with a shrewd suspicion that A VERY LARGE NUMBER of turnings had been passed. But since, at moments which call for a hasty decision, a Russian is quick to discover what may conceivably be the best course to take, our coachman put away from him all ulterior reasoning, and, turning to the right at the next cross-road, shouted, “Hi, my beauties!” and set off at a gallop. Never for a moment did he stop to think whither the road might lead him!","Reasoning thus, Selifan wound up finally in the most remote abstractions. If Chichikov had lent an ear to it, he would have learned many details relating to himself personally; but his thoughts were so occupied with his subject that only a loud clap of thunder made him come to himself and look around: the whole sky was completely covered with dark clouds, and the dusty post road was sprinkled with drops of rain. Finally a clap of thunder came louder and nearer, and it suddenly started pouring buckets. At first, assuming an oblique direction, the rain lashed against one side of the kibitka’s body, then against the other, then, changing its manner of attack and becoming completely straight, it drummed straight down on the top; splashes finally started flying as far as his face. This induced him to draw the leather curtains with their two round little windows, intended for the viewing of roadside scenes, and order Selifan to drive faster. Selifan, also interrupted in the middle of his speech, realized that he indeed should not dawdle, straightaway pulled some rag of gray flannel from under his seat, thrust his arms into the sleeves, seized the reins in his hands, and yelled to his troika, which had barely been moving its legs, for it felt agreeably relaxed as a result of his instructive speeches. But Selifan simply could not recall whether he had passed two or three turns. Thinking back and recalling the road somewhat, he realized that there had been many turns, all of which he had skipped. Since a Russian man in a critical moment finds what to do without going into further reasonings, he shouted, after turning right at the next crossroads: “ Hup, my honored friends!” and started off at a gallop, thinking little of where the road he had taken would lead him.","Discoursing thus, Selifan at last got off into the most remote abstractions. If Chichikov had lent an attentive ear, he would have learned many particulars referring to him personally; but his thoughts were so taken up with their main object that it was only a deafening thunderclap which forced him to come to himself and look about him : the whole sky was overcast with clouds, and the dusty post road had become spattered with drops of rain. Finally a thunderclap pealed a second time, louder and nearer by now, and the rain burst suddenly, as if from a bucket. At first, taking an oblique direction, it lashed one side of the carriage, then the other; next, changing its method of attack and becoming perfectly vertical, it drummed right on the carriage top; the drops, finally, began pelting the occupant’s face. This made him screen himself by pulling down two leather curtains with two round little windows, intended for the contemplation of the views along the road, and give orders to Selifan to drive faster. Selifan, who had also been interrupted in the very midst of his harangue, realizing that this was certainly no time to dally, immediately dragged out from under his box some sort of wretched garment of drab cloth, threw it over himself, grabbed the reins, and shouted to his troika, who were barely putting one foot in front of another, for they felt a pleasant enervation after the instructive discourses they had heard. But Selifan, no matter how hard he strove to do so, could not recall whether he had passed two turns in the road or three. Having considered, and recalling the road to some extent, he surmised that the turns had been many, all of which he had let slip by. Since a Russian will always promptly find a course of action at decisive moments, without going in for any remote considerations, Selifan consequently turned to the right at the first crossroad he came to, shouted to his horses: “Hey, there, my honored friends!” and started off at a gallop, giving but little thought to where the road he had taken might bring him."
"На это Плюшкин что-то пробормотал сквозь губы, ибо зубов не было, что именно, неизвестно, но, вероятно, смысл был таков: «А побрал бы тебя черт с твоим почтением!» Но так как гостеприимство у нас в таком ходу, что и скряга не в силах преступить его законов, то он прибавил тут же несколько внятнее: «Прошу покорнейше садиться!»","To this, Plyushkin muttered something through his lips, for there were no teeth, what exactly, it is not known, but, probably, the meaning was this: “And the devil would have taken you with your respect!” But since our hospitality is in such a way that even a miser is not able to transgress its laws, he immediately added somewhat more clearly: “I ask you to sit down most humbly!”","To this Plyushkin muttered something between his lips,—he had no teeth,—what it was exactly is not certain, but probably the gist of it was: “ The deuce take you and your respects”; but, as hospitality is so traditional a duty among us that even a miser cannot bring himself to transgress its laws, he added a little more distinctly: “Pray sit down!”","With toothless gums Plushkin murmured something in reply, but nothing is known as to its precise terms beyond that it included a statement that the devil was at liberty to fly away with Chichikov’s sentiments. However, the laws of Russian hospitality do not permit even of a miser infringing their rules; wherefore Plushkin added to the foregoing a more civil invitation to be seated. “It is long since I last received a visitor,” he went on.","To this Plyushkin muttered something through his lips—for there were no teeth—precisely what is not known, but the meaning was probably this: “Ah, devil take you and your respects!” But since hospitality is so much the thing with us that even a niggard cannot transgress its laws, he added at once, somewhat more distinctly: “Pray be seated!”","In answer to this, Pliushkin mumbled something or other through his lips—inasmuch as he had no teeth; precisely what it was is not certain, but probably the sense was: “Eh, may the Devil take you, respects and all!” But since hospitality is so prevalent among us that even a miser may not transgress its laws, he at once added, somewhat more distinctly: “I beg of you to be seated!”"
"— Куда? куда? — воскликнул хозяин, проснувшись и выпуча на них глаза. — Нет, государи, и колеса приказано снять с вашей коляски, а ваш жеребец, Платон Михайлыч, отсюда теперь за пятнадцать верст. Нет, вот вы сегодня переночуйте, а завтра после раннего обеда и поезжайте себе.","- Where? where? the owner exclaimed, waking up and bulging his eyes at them. “No, gentlemen, and the wheels have been ordered to be removed from your carriage, and your stallion, Platon Mikhailovich, is now fifteen versts from here. No, here you spend the night today, and tomorrow after an early dinner and go yourself.","“Where? where?” asked their host, waking up and staring at them with wide-open eyes. “No, gentlemen, orders have been given for the wheels to be taken off your carriage, and your horse, Platonov Mihailitch, is ten miles away by now. No, tonight you will stay here, and tomorrow you can go home after an early dinner.”","“Where are you off to?” put in their host unexpectedly as he roused himself and stared in astonishment at the pair. “No, no, my good sirs. I have had the wheels removed from your koliaska, Monsieur Chichikov, and have sent your horse, Platon Mikhalitch, to a grazing ground fifteen versts away. Consequently you must spend the night here, and depart to-morrow morning after breakfast.”","“Where? where?” the host exclaimed, waking up and goggling his eyes at them. “No, gentlemen, I ordered the wheels taken off your coach, and your stallion, Platon Mikhalych, is now ten miles away from here. No, today you spend the night, and tomorrow, after an early dinner, you’ll be free to go.”",
"Такое мнение, весьма лестное для гостя, составилось о нем в городе, и оно держалось до тех пор, покамест одно странное свойство гостя и предприятие, или, как говорят в провинциях, пассаж, о котором читатель скоро узнает, не привело в совершенное недоумение почти всего города.","Such an opinion, very flattering for the guest, was formed about him in the city, and it was held until one strange property of the guest and an enterprise, or, as they say in the provinces, a passage, about which the reader will soon learn, did not lead to complete bewilderment almost the whole city.","Such was the very flattering opinion that was formed of the visitor in the town, and it was maintained until a strange peculiarity and enterprise of his, or, as they say in the provinces, a ‘passage,’ of which the reader will soon hear more, reduced almost the whole town to utter perplexity.","Such were the flattering opinions earned by the newcomer to the town; and these opinions he retained until the time when a certain speciality of his, a certain scheme of his (the reader will learn presently what it was), plunged the majority of the townsfolk into a sea of perplexity.","Such was the opinion, rather flattering for the visitor, that was formed of him in the town, and it persisted until the time when one strange property of the visitor and an undertaking, or passage, as they say in the provinces, of which the reader will soon learn, threw almost the whole town into utter perplexity.","Such was the general opinion, quite flattering to him, which was formed concerning the newcomer in that town, and it was maintained until such time as a certain strange characteristic of his, as well as an enterprise (or, as they put it in the provinces, an escapade) that he embarked on, both of which the reader will soon learn about, threw almost the whole town into utter bewilderment."
"— Да скажите прежде, что купили и в какую цену, так мы вам тогда и скажем где, а так нельзя знать.","- Yes, tell me first what you bought and at what price, then we will tell you where, otherwise you can’t know.","“Why, tell me first what you are buying, and at what price, and then we can tell you where; but we can’t tell without.”","“You must state what it is you have bought, and for how much. THEN we shall be happy to give you the information.”","“But first tell us what you’ve bought and for what price, and then we’ll tell you where, otherwise there’s no knowing.”","“Yes, but tell us first what you bought and what you paid, and then we’ll be able to tell you where to go; as it is, we don’t know where to send you.”"
"— Засвидетельствовать почтенье, — сказал Чичиков.","""To pay respect,"" said Chichikov.","“To pay him my respects,” said Tchitchikov.","“A strange fellow, this Tientietnikov!” thought Chichikov, and then added aloud: “Yes, I will go and see him at ten o’clock to-morrow; but since my britchka is not yet altogether in travelling order, would you be so good as to lend me your koliaska for the purpose?”","“To pay my respects,” said Chichikov.",
"— Знаете ли вы, какая неприятность? Отыскалось другое завещание старухи, сделанное назад тому пять лет. Половина именья отдается на монастырь, а другая — обеим воспитанницам пополам и ничего больше никому.","Do you know what's the trouble? Another will of the old woman, made five years ago, was found. Half of the estate is given to the monastery, and the other half to both pupils in half and nothing to anyone else.","“Do you know, something unpleasant has happened. Another will has been found which the old lady made ten years ago. Half the property is left to a monastery and the other half to her two pro tegees, to be equally divided between them and nothing else to any one. ”","“Never mind, never mind; it is nothing,” said Chichikov as he strove to communicate to his features as cheerful an expression as possible.","“Do you know what trouble is brewing? They’ve found another will of the old woman’s, made five years ago. Half of the estate goes to the monastery, and the other half is divided equally between the two wards, and nothing to anyone else.”",
