Source,GoogleTranslate,human1,human2,human3,human4,human5
"И – деревья разбежались, яркая поляна, на поляне – люди… или уж я не знаю как: может быть, правильней – существа.","And - the trees scattered, a bright clearing, in the clearing - people ... or I don’t know how: maybe, more correctly - creatures.","The trees ran apart. A bright clearing. In the clearing, people, or perhaps to be more exact, beings.","Then suddenly the trees spread out, run apart. A bright green clearing. In the clearing—people ... Or—I don't know what to call them—perhaps, more precisely, beings.","And the trees dispersed—a bright clearing … people in the clearing … or, I don’t know what they were—maybe “beings” is more accurate.","And ... now the trees give way and I see a bright clearing, and in the clearing people ... or, I’m not sure, maybe creatures is more like it.","The trees drew apart. A bright clearing. In the clearing, people, or perhaps, to be more exact, beings."
"Но она уже вышла. Была в коротком, старинном ярко-желтом платье, черной шляпе, черных чулках. Платье легкого шелка – мне было ясно видно: чулки очень длинные, гораздо выше колен, и открытая шея, тень между…","But she's already out. Was in a short, antique bright yellow dress, black hat, black stockings. A dress of light silk - I could clearly see: the stockings are very long, much higher than the knees, and an open neck, a shadow between ...","But she had already appeared. She was dressed in a short bright-yellowish dress, black hat, black stockings. The dress was of light silk,—I saw clearly very long black stockings above the knees, an uncovered neck and the shadow between....","But she had already come out She wore a short, old, vivid yellow dress, a black hat, black stockings. The dress was of light silk. I could see the stockings, very long, much higher than the knees. And the bare throat, and the shadow between ...","But she had already come out. She was in a short, old-fashioned, bright-yellow dress, a black hat, black stockings. The dress was made of light silk and I could clearly see: her stockings went very high up, a good deal higher than the knee, and the open neck, the shadow between …","But she’d already come out. She was wearing an old-fashioned dress, short, bright yellow, and had on a black hat and black stockings. The dress was made of a very thin silk —I could clearly see that the stockings were long and came way above her knees. And the neck was cut very low, with that shadow between her...","But she had already appeared. She was dressed in a short, bright-yellowish dress, black hat, black stockings. The dress was of light silk. I saw clearly very long black stockings above the knees, an uncovered neck, and the shadow between.…"
Дикарь с барометром. Эпилепсия. Если бы,Savage with a barometer. Epilepsy. If,The Wild Man with a Barometer Epilepsy If,A Savage with a Barometer Epilepsy If,The Barbarian and the Barometer. Epilepsy. If Only …,Savage with Barometer Epilepsy If,The Wild Man with a Barometer Epilepsy If
На первой странице Государственной Газеты сияло:,On the front page of the State Gazette shone:,On the front page of the State Journal the following gleamed:,The front page of the One State Gazette glowed with a proclamation:,On the first page of the State Gazette the words were shining:,Here’s the headline that glowed from page one of the State Gazette:,On the front page of the State Journal the following gleamed:
"– Я только проверю в машинном, – сказал я, – и потом – в путь.","- I'll just check in the engine room, - I said, - and then - on the road.","“I just want to take a glance into the engine-room, and then off!” I said.","""I will check the machine compartment,"" I said, ""and then—we're off.""","“I’m just checking the engine room,” I said, “and then off we go.”","“I’ll just check in the machine room,” I said, “and then—we’re on the way.”","“I just want to take a glance into the engine room, and then off!” I said."
"На секунду у двери. Тот – тупо топает вверх, сюда. Только бы дверь! Я умолял дверь, но она деревянная; заскрипела, взвизгнула. Вихрем мимо – зеленое, красное, желтый Будда – я перед зеркальной дверью шкафа: мое бледное лицо, прислушивающиеся глаза, губы… Я слышу – сквозь шум крови – опять скрипит дверь… Это он, он.","For a moment at the door. That one - stupidly stomps up, here. If only the door! I begged the door, but it is wooden; screeched, screamed. A whirlwind past - green, red, yellow Buddha - I am in front of the mirrored closet door: my pale face, listening eyes, lips ... I hear - through the noise of blood - the door creaks again ... It's him, he.","I stopped for a second at the door. He was stamping upward, here. If only the door.... I prayed to the door but it was a wooden one,—It squeaked, it squealed. Like a wind something red passed my eyes, something green, and the yellow Buddha. In front of the mirror-door of the cupboard, my pale face; my ears still following those steps, my lips.... Now he was already passing the green and yellow, now he was passing Buddha, now at the doorsill of the bedroom....","A moment at the door. His feet stamped dully up the stairs, he was coming here. If only the door ... I pleaded with the door, but it was wooden, it creaked, squealed. I stormed past green, red, the yellow Buddha; I was before the mirrored door of the wardrobe: my face pale, listening eyes, lips ... Through the tumult of blood, I heard the door creaking again.... It was he, he....","A second’s pause at the door. He was dully stamping up here. If only for that door! I pleaded with the door, but it was wooden: it started to creak and then howled. I passed through the whirlwind of green, red, the yellow Buddha, and I was in front of the mirror on the door of the closet: my pale face, my eyes listening hard, my lips … and I can hear—through the noise of my blood— the door creaking again … It is him, it’s him.","A second’s pause by the door. He was dully clumping up the stairs, toward me. Everything was riding on the door! I pleaded with the door, but it was wooden, it creaked, it squeaked. Things flew past in a whirlwind—green, red, the yellow Buddha—and I stood before the mirrored door of the wardrobe: my pale face, eyes intent, lips ... Through the noise of my blood I hear the door squeak again.... That’s him, him.","I stopped for a second at the door. He was stamping upward, here. If only the door … I prayed to the door, but it was a wooden one; it squeaked, it squealed. Like a wind something red passed my eyes, something green, and the yellow Buddha. In front of the mirror door of the cupboard my pale face; my ears still following those steps, my lips … Now he was already passing the green and yellow, now he was passing Buddha. Now at the doorsill of the bedroom … I grasped the key of the cupboard; the ring oscillated."
"Она взглянула на руки, потом на лицо:","She looked at her hands, then at her face.","She glanced at my hand, then at my face.","She glanced at my hands, then at my face. ""","She looked at my hands and then at my face: “Yes, they strike a very curious chord.”",She looked at my hands and then at my face.,"She glanced at my hand, then at my face."
"И мне смешно, что вчера я мог задумываться – и даже записывать на эти страницы – о каком-то жалком сереньком пятнышке, о какой-то кляксе. Это – все то же самое «размягчение поверхности», которая должна быть алмазно-тверда – как наши стены (древняя поговорка: «как об стену горох»).","And it's funny to me that yesterday I could think - and even write on these pages - about some pathetic gray speck, some kind of blot. It is all the same ""softening of the surface"", which should be diamond-hard - like our walls (an ancient saying: ""like peas against a wall"").","It seems droll to me also, that yesterday I was thinking, even relating in these pages about a gray blot! All that was only the “softening of the surface” which is normally as hard as diamond, like our walls. (There is an ancient saying: “Shooting beans at a stone wall—”)","And it's ridiculous to me that yesterday I paid attention to a miserable little gray spot and even wrote about it in these pages. All of this is but that same ""softening"" of the surface which should be diamond-hard—as hard as our walls.","And it is amusing to me that yesterday I could ponder over some sorry, insignificant speck, some smudge, and even write about it in these pages. This is that same “softening” of the surface which should be amber-hard like our walls (there was an ancient saying, “like being up against a brick wall”).","And it’s funny to me that yesterday I was capable of wasting time thinking about—and even noting down in these pages —some pathetic gray spot, some ink-blot. That’s the same “softening of the surface” that ought to be diamond-hard, like our walls (cf. the old saying: “like peas against a wall”).","It also seems droll to me, that yesterday I was thinking, even relating in these pages about a gray blot! All that was only the “softening of the surface” which is normally as hard as diamond, like our walls. (There is an ancient saying: “Shooting beans at a stone wall…”)"
"Она сказала, что выйдет ко мне ровно в 16. Но вот уже прошло после 16 пять минут, десять, пятнадцать: никого.","She said that she would come to me at exactly 16. But five minutes, ten, fifteen minutes had already passed after 16: no one.","She said she would come out at sixteen sharp. It was already five minutes, then ten, then fifteen past sixteen. No one appeared.","She said she would come out to me exactly at sixteen. But it is already five minutes past sixteen, ten, fifteen—no one.","She said that she would come out and get me at exactly 16:00. But 16:00 passed five, ten, fifteen minutes ago: no one is here.","She said she’d come out to me at 16:00, but I’ve watched 16:05, 16:10, 16:15 go by and ... nobody.","She said she would come out at sixteen sharp. It was already five minutes, then ten, then fifteen past sixteen. No one appeared."
Чем?,How?,“WHY?,How?,IN WHAT WAY?,IN WHAT WAY?,WHY?
Запись 5-я,Entry 5,RECORD FIVE,Fifth Entry,RECORD FIVE,RECORD 5,RECORD FIVE
"– Потому что я… я боялась, что если ее… что за это вы можете… вы перестанете лю… О, я не могу – я не могла бы!","“Because I… I was afraid that if her… what for you could… you would stop loving… Oh, I can’t—I couldn’t!”","“Because I ... I was afraid that if I did you might ... you would stop lov— Oh, I cannot, I could not!”","""Because I ... I was afraid that ... if I named her... you might... you would stop lov-... Oh, I can't —I couldn't have....""","“Because I … I was afraid, that if she was … that they would have … you would have … you would stop lov … Oh, I can’t— I couldn’t have!”","“Because I ... I was afraid that if I gave them her ... that you might ... that you’d stop lov ... Oh, I can’t—I couldn’t have!”","“Because I … I was afraid that if I did you might … you would stop lov— Oh, I cannot, I could not!”"
"Дом – ее дом. Открытая настежь, растерянная дверь. Внизу, за контрольным столиком, – пусто. Лифт застрял посередине шахты. Задыхаясь, я побежал наверх по бесконечной лестнице. Коридор. Быстро – как колесные спицы – цифры на дверях: 320, 326, 330… I-330, да!","Home is her home. Wide open, bewildered door. Downstairs, at the control table, it's empty. The elevator is stuck in the middle of the shaft. Out of breath, I ran up the endless stairs. Corridor. Quickly - like wheel spokes - the numbers on the doors: 320, 326, 330 ... I-330, yes!","The house—her house; the door ajar. The lobby, the control desk, all was empty. The elevator had stopped in the middle of its shaft. I ran panting up the endless stairs. The corridor. Like the spokes of a wheel figures on the doors dashed past my eyes; 320, 326, 330,—I-330!","A house—hers. A door gaping wide in confusion. Below, at the control table—no one. The elevator was stuck somewhere in the shaft. Panting, I ran up the endless stairs. A corridor. Quick—like wheel-spokes—figures on the doors: 320, 326, 330 ... I-330, here!","A building, her building. The bewildered doorway, all the way open. Downstairs, behind the monitor desk: empty. The elevator was stuck in the middle of the shaft. Panting, I ran upstairs along the endless stairway. A corridor. Quickly—like spokes of a wheel— numbers on the door: 320, 326 … 330, yes!","The building ... her building. The door seemed lost and was standing wide open. The control desk downstairs was empty. The elevator was stuck somewhere in the middle of the shaft. I ran gasping for breath up the endless stairwell. The hallway. The numbers of the doors fly past like the spokes of a wheel: 320, 326, 330 ... I-330!","The house—her house; the door ajar. The lobby, the control desk, all were empty. The elevator had stopped in the middle of its shaft. I ran panting up the endless stairs. The corridor. Like the spokes of a wheel figures on the doors dashed past my eyes: 320, 326, 330—I-330!"
"Я издали, одними глазами, осторожно сберегая зреющее – прочел вывеску: «Медицинское Бюро». Все понял.","From a distance, with only my eyes, carefully saving the ripening, I read the sign: “Medical Bureau”. Got it.","Carefully guarding the forces ripening within me, I read the sign: “Medical Bureau.” Automatically only I understood. ...","From far away, with my eyes only, protecting what was ripening within me, I read the sign: MEDICAL OFFICE. I understood.","I was far away and using only my eyes, while carefully protecting the ripening, I read the sign: “BUREAU OF MEDICINE.” All was understood.","Trying not to lose that thing that was ripening, I read the sign from a distance, with my eyes only: “Bureau of Medicine.” I understood everything.","Carefully guarding the forces ripening within me, I read the sign: “Medical Bureau.” Only automatically I understood."
"– Да… (тихо, не отнимая рук от лица).","- Yes ... (quietly, without taking his hands off his face).","(This in a low voice, without uncovering her face.)","""Yes."" Quietly, without taking her hands from her face.","(Quietly, not taking her hands away from her face.)","(This in a low voice, her hands still over her face.)","(This in a low voice, without uncovering her face.)"
"– Да, правда.","- Yes, truth.",“Yes.”,"""Yes, it is.""","“Yes, it’s true.”","“Yes, it’s true.”",“Yes.”
"– Эй, Д-503! Пожалуйте-ка сюда! Тут у нас, понимаете, получилась жесткая рама с консолями и узловые моменты дают напряжение на квадратной.","– Hey, D-503! Come here! Here, you see, we have a rigid frame with consoles and key moments give tension to the square.","“Eh! D-503! Come up here! Something is wrong with a frame and brackets here, and ...”","Hey! D-503! Come up, please! We're getting a rigid frame here with the brackets, and the stress ...""","“Hey, D-503! Could you … come up here? The frame’s become rigid here, you see, with the consoles and the junction features creating stress on the quadrilateral …”","Mind coming here for a minute? We’ve got a tight frame here with the consoles, and the junction nodes are showing pressure up to ...”","“Hey! D-503! Come up here! Something is wrong with a frame and brackets here, and …”"
"– Уйдите, – но от слез вышло у нее «ундите» – и вот почему-то врезалась и эта нелепая мелочь.","“Go away,” but tears came out of her “undite” – and for some reason this ridiculous trifle crashed into her.",But because she was crying she pronounced it “ Oo aaa-ay.” For some reason this absurd detail will not leave my memory.,""" But she was crying, and the words came out as ""gooway,"" and for some reason this silly trifle cut deeply into me.","O lifted her head from the pillow and, not opening her eyes, said: “Go away,” but through the tears it came out as “gowi” and for some reason this ridiculous trifle cut right into me.",But as she was crying this came out: “O-way. And this stupid detail also etched itself into me.,But because she was crying she pronounced it “ Oo aaa-ay.” For some reason this absurd detail will not leave my memory.
"– А, вы тоже пишете для «Интеграла»? Ну, а скажите, о чем? Ну вот хоть, например, сегодня.","– Do you also write for Integral? Well, tell me about what? Well, at least, for example, today.","“You too are writing for the Integral? Tell me about it. What are you writing about? What did you write today, for instance?”","""Are you writing for the Integral, too?"" I was interested. "" What about? Today, for example?""","I brightened up: “So, you too are writing for the Integral? Well, tell me, what about it? What, at least, for example, did you write today?”","“Oh, are you also writing something for the INTEGRAL? What about? What would you write about today, for instance.”","“You, too, are writing for the Integral? Tell me about it. What are you writing about? What did you write today, for instance?”"
"Нелепо опрокинутый, подвешенный за ноги, я молчал, весь полыхая от стыда.","Ridiculously overturned, suspended by my legs, I was silent, all blazing with shame.","I was silent, absurdly hanging upside down.","Absurdly upside down, hung by the feet, I was silent, burning up with shame.","I was totally ablaze with shame, absurdly suspended by my feet, upside down. I said nothing.","Turned upside down like an idiot, hanging by my feet and burning with shame, I said nothing.","I was silent, absurdly hanging upside down."
Конспект:,Abstract:,RECORD TWENTY-NINE,TOPICS:,KEYWORDS:,Threads on the Face Shoots Unnatural Compression,RECORD TWENTY-NINE
"И вот я – настоящий – увидел в зеркале исковерканную прыгающую прямую бровей, и я настоящий – услышал дикий, отвратительный крик:","And now I - the real one - saw in the mirror a distorted jumping straight eyebrow, and the real me - I heard a wild, disgusting cry:","Then I, the real I, suddenly saw in the mirror a broken, quivering line of brow; I, the real I, heard suddenly a wild disgusting cry: “","And now I—the real I—saw in the mirror the twisted, jumping line of eyebrows, and the real I heard a wild, revolting shout: ""","And then I (the real me) saw the jagged line of my eyebrows in the mirror, and I (the real me) heard a wild, repulsive cry: “What?!","And what the real me saw in the mirror was a skewed prancing line of eyebrows and what this real me heard was a wild, disgusting shout: “","Then I, the real I, suddenly saw in the mirror a broken, quivering line of brow; I, the real I, heard suddenly a wild, disgusting cry: “"
"R подобрал губы, поглядел на меня исподлобья. Я совершенно ясно слышал его мысли: «Приятель-то ты – приятель… А все-таки…» И ответ:","R pursed his lips, looked at me frowningly. I heard his thoughts quite clearly: “You are a friend, friend ... But still ...” And the answer:","R- sucked in his lips, looked at me from under his brows. I distinctly heard his thoughts: “Friend though he is, yet....” And he answered:","R compressed his lips and threw me a sidelong look. I heard his thoughts with utmost clarity: You may be a friend, all right... still... . And then his answer: ""","R tucked up his lips and peered at me from under his brow. I heard his thoughts with total clarity: “My friend, you’re a good friend … but really …” And his answer: “Well, how can I put it?","R bit his lips and gave me a sideways glance. I could hear his thoughts as clearly as if he’d said it: “You are a friend, all right, but still ...” What he actually said was:","R- sucked in his lips, looked at me from under his brows. I distinctly heard his thoughts: “Friend though he is, yet…” And he answered:"
"Это будет первый груз, который понесет ИНТЕГРАЛ.",This will be the first load that INTEGRAL will carry.,“This will be the first load which the Integral will carry.,This will be the first cargo to be carried by the Integral.,THESE WORKS WILL BE THE FIRST CARGO OF THE INTEGRAL.,This will be the first cargo transported by the INTEGRAL.,“This will be the first cargo which the Integral will carry.
"Он, Ангел-Хранитель, поставил точку. Я решил: нет. Я решил.","He, the Guardian Angel, put an end to it. I decided no. I decided.",Was he my Guardian-Angel? No! My decision was made.,"He, my Guardian Angel, put a period to my thoughts. I decided— No, I won't. I decided.","He, my guardian angel, had put an end to the matter. I was decided: I wouldn’t do it. I was decided.","He, the Guardian Angel, had brought things to a point. I made up my mind: I’d had enough. I decided.",Was he my Guardian Angel? No! My decision was made.
"– Да он и есть ребенок. Да! Только потому он и не видит, что вы с ним все это – только затем, чтобы… что все это комедия. Да! И мой долг…","Yes, he is a child. Yes! Only because he does not see that you are with him all this - only to ... that all this is a comedy. Yes! And my debt...",“But he is a child. Yes! That is why he does not notice that you ... that it is only in order.... That all this is only a foul game! Yes! And it is my duty....”,"And the other, her gills quivering, ""Yes, he is a child. He is! That is the only reason he doesn't see that you're with him ... that it's only in order to ... that it is all a game. Yes. And it's my duty ...""","And then, the quivering gills: “Yes, he is a child. Yes! And that’s why he doesn’t see that you, with him, that all this is only so that … that all this is a farce. Yes! And it is my duty …”",He is a child. Yes! That’s the only reason he can’t see what you’re getting him into with all this ... just to ... that it’s all ... a farce. Yes! And it’s my duty ...”,“But he is a child. Yes! That is why he does not notice that you … that it is only in order … That all this is only a foul game! Yes! And it is my duty…”
"Но она молчит. Я вдруг слышу тишину, вдруг слышу – Музыкальный Завод и понимаю: уже больше 17, все давно ушли, я один, я опоздал. Кругом – стеклянная, залитая желтым солнцем пустыня. Я вижу: как в воде – стеклянной глади подвешены вверх ногами опрокинутые, сверкающие стены, и опрокинуто, насмешливо, вверх ногами подвешен я.","But she is silent. I suddenly hear silence, suddenly I hear - the Musical Factory and I understand: it's already more than 17, everyone has long gone, I'm alone, I'm late. All around is a glassy, yellow-sunshed desert. I see: as in the water - a glass surface, overturned, sparkling walls are suspended upside down, and I am suspended upside down, mockingly, upside down.","But silence reigned. Suddenly I heard the silence; suddenly I heard the Musical Tower silenced, and I understood! It was after seventeen already; every one had already left. I was alone. It was too late to return home. Around me,—a desert made of glass and bathed with yellow sunshine. I saw, as if in water, the reflection of the walls in the glass smoothness of the street, sparkling walls, hanging upside down. Myself also upside down, hanging absurdly in the glass.","But she is silent. Suddenly I hear the silence , I do not hear the Music Plant, and I realize it is past seventeen, everybody else is gone, I am alone, I am late. Around me—a glass desert, flooded by the yellow sun. In the smooth glass of the pavement, as in water, I see the gleaming walls suspended upside down, and myself, hung mockingly head down, feet up.","But she says nothing. Suddenly, I hear the silence, instantly, I hear the Music Factory and I understand: it is already past 17:00 and everyone is long gone , I am alone, I am late. A glass desert, flooded with yellow sun, surrounds me. And, as if on the surface of water, I see: overturned, sparkling walls, suspended upside down from a glassy meniscus and I, too, am overturned, idiotically suspended upside down by my feet.","She is silent. Suddenly all I hear is silence. Then suddenly I hear the Musical Factory and I understand that it’s already past 17:00, that they all left long ago, that I’m alone , I’m late. All around is a glass desert suffused with the yellow sun. In the smooth glass surface I see, like a reflection in water, the shiny walls turned upside down, and I too hang there upside down, a ridiculous figure.","But silence reigned. Suddenly I heard the silence; suddenly I heard the Musical Tower silenced, and I understood! It was after seventeen already; everyone had already left. I was alone. It was too late to return home. Around me—a desert made of glass and bathed with yellow sunshine. I saw, as if in water, the reflection of the walls in the glass smoothness of the street, sparkling walls, hanging upside down. Myself also upside down, hanging absurdly in the glass."
– Кто он?,- Who is he?,“Who?”,"""He? Who?""",“Who is he?”,“Who?”,“Who?”
"Но, к счастью, между мной и диким зеленым океаном – стекло Стены. О великая, божественно-ограничивающая мудрость стен, преград! Это, может быть, величайшее из всех изобретений. Человек перестал быть диким животным только тогда, когда он построил первую стену. Человек перестал быть диким человеком только тогда, когда мы построили Зеленую Стену, когда мы этой Стеной изолировали свой машинный, совершенный мир – от неразумного, безобразного мира деревьев, птиц, животных…","But, fortunately, between me and the wild green ocean is the glass of the Wall. O great, divinely limiting wisdom of walls, barriers! This is perhaps the greatest of all inventions. Man ceased to be a wild animal only when he built the first wall. Man ceased to be a wild man only when we built the Green Wall, when we isolated our machine-made, perfect world with this Wall - from the unreasonable, ugly world of trees, birds, animals ...","But fortunately there was the Green Wall between me and that wild green sea. Oh, how great and divinely limiting is the wisdom of walls and bars! This Green Wall is I think the greatest invention ever conceived. Man ceased to be a wild animal the day he built the first wall; man ceased to be a wild man only on the day when the Green Wall was completed, when by this wall we isolated our machine-like, perfect world from the irrational, ugly world of trees, birds and beasts....","But fortunately between me and the wild green ocean was the glass of the Wall. Oh, great, divinely bounding wisdom of walls and barriers! They are, perhaps, the greatest of man's inventions. Man ceased to be a wild animal only when he built the first wall Man ceased to be a savage only when we had built the Green Wall, when we had isolated our perfect mechanical world from the irrational, hideous world of trees, birds, animals. . . .","But, happily, between me and this wild, green ocean was the glass of the Wall. Oh, the great, divinely bounding wisdom of walls and barriers! They may just be the greatest of all inventions. Mankind ceased to be wild beast when it built its first wall. Mankind ceased to be savage when we built the Green Wall, when we isolated our perfect, machined world, by means of the Wall, from the irrational, chaotic world of the trees, birds, animals …","But fortunately, between me and the wild green ocean was the glass of the Wall. O, mighty, divinely delimited wisdom of walls, boundaries! It is perhaps the most magnificent of all inventions. Man ceased to be a wild animal only when he built the first wall. Man ceased to be a wild man only when we built the Green Wall, only when, by means of that Wall, we isolated our perfect machine world from the irrational, ugly world of trees, birds, and animals....","It rose higher and higher; it seemed as though it would splash over me and that from a man, from the finest and most precise mechanism which I am, I would be transformed into … But fortunately there was the Green Wall between me and that wild green sea. Oh, how great and divinely limiting is the wisdom of walls and bars! This Green Wall is, I think, the greatest invention ever conceived. Man ceased to be a wild animal the day he built the first wall; man ceased to be a wild man only on the day when the Green Wall was completed, when by this wall we isolated our machine-like, perfect world from the irrational, ugly world of trees, birds, and beasts.…"
Она:,She is:,“Are you sure?”,"She: ""Are you sure?""",Her words: “Are you sure?”,"She said, “Are you sure?”",“Are you sure?”
"Я – снова в командной рубке. Снова – бредовая, с черным звездным небом и ослепительным солнцем, ночь; медленно с одной минуты на другую перехрамывающая стрелка часов на стене; и все, как в тумане, одето тончайшей, чуть заметной (одному мне) дрожью.","I am back in the command room. Again - delusional, with a black starry sky and a dazzling sun, night; slowly from one minute to another, the limping hand of the clock on the wall; and everything, as if in a fog, is dressed in the thinnest, barely noticeable (to me alone) trembling.","I was back on the commander’s bridge, back in the delirious night with its black, starry sky and its dazzling sun. The hands of the clock on the table were slowly moving from minute to minute. Everything was permeated by a thin, hardly perceptible quivering (only I noticed it).","Back in the commander's cabin. Again—the night, delirious, with a black starry sky and dazzling sun; the clock hand on the wall—limping slowly, from minute to minute; and everything as in a fog, shaken with the finest, scarcely perceptible (perceptible to me alone) trembling.","I am back in the command room. Again: the crazy night with its black starry sky and blinding sun; slowly, the hand of the clock on the wall is limping from one minute to the next; and everything is dressed in a fine cloud of barely noticeable (except to me) trembles.","I’m back on the bridge. Back with the insane night of black star-studded sky and blinding sun. Back with the crippled hand of the clock on the wall slowly going from minute to minute and everything clothed in a fog of infinitely fine, all but imperceptible trembling, known to me alone.","I was back on the commander’s bridge, back in the delirious night with its black starry sky and its dazzling sun. The hands of the clock on the table were slowly moving from minute to minute. Everything was permeated by a thin, hardly perceptible quivering (only I noticed it)."
"Хотелось зачеркнуть все это – потому что это выходит из пределов конспекта. Но потом решил: не зачеркну. Пусть мои записи, как тончайший сейсмограф, дадут кривую даже самых незначительных мозговых колебаний: ведь иногда именно такие колебания служат предвестником –","I wanted to cross out all this - because it goes beyond the outline. But then I decided: I will not cross it out. Let my notes, like the thinnest seismograph, give a curve of even the most insignificant brain vibrations: after all, sometimes it is precisely such vibrations that serve as a harbinger -","I wanted to strike out all this because it trespasses on the limits of my synopsis. But then I decided: no, I shall not! Let this diary give the curve of the most imperceptible vibrations of my brain, like a precise seismograph, for at times such vibrations serve as forewarnings....","I wanted to cross out all this, because it is outside the outlined topics for this entry. Then I decided I would leave it. Let my notes, like the most sensitive seismograph, record the curve of even the most insignificant vibrations of my brain: for it is precisely such vibrations that are sometimes the forewarning of...",I wanted to cross out that last part because it goes beyond the bounds of my preselected keywords for this record. But then I decided: I won’t cross anything out. Let my records—like the most sensitive seismograph—produce the crooked line of even the most insignificant brain oscillations. Sometimes it is exactly these oscillations that serve as forewarning of …,"I wanted to cross all that out ... because that’s beyond the scope of these notes. But then I decided: No, I’ll leave it in. Let these notes act like the most delicate seismograph, let them register the least little wiggles in my brainwaves, however insignificant. Sometimes, you never know, these are just the wiggles that give you the first warning ...","I wanted to strike out all this because it trespasses on the limits of my synopsis. But then I decided: no, I shall not! Let this diary give the curve of the most imperceptible vibrations of my brain, like a precise seismograph, for at times such vibrations serve as forewarnings … Certainly this is absurd!"
"Только вошел в эллинг, где строится «Интеграл», – как навстречу Второй Строитель. Лицо у него как всегда: круглое, белое, фаянсовое – тарелка, и говорит – подносит на тарелке что-то такое нестерпимо-вкусное:","Just entered the boathouse, where the ""Integral"" is being built, - as if to meet the Second Builder. His face is as always: round, white, earthenware - a plate, and he says - he brings something unbearably tasty on a plate:","I was walking upon the dock where the Integral is being built, when the Second Builder came to meet me. His face as usual was round and white,—a porcelain plate. When he speaks it seems as though he serves you a plate of something unbearably tasty.","I had just stepped into the dock where the Integral is being built when the Second Builder hurried to meet me. His face—round, white, as usual—a china plate; and his words, like something exquisitely tasty, served up on the plate: ""","I had only just entered the Integral’s hangar when I encountered the Second Builder. His face was as it always is: round and white, like a porcelain platter, and he talks as though he is carrying something unbearably delicious on his platter: “Well, since you deigned to be ill, here, without you, without your direction, yesterday, we had a sort of event.”","As soon as I enter the hangar where the INTEGRAL is being built, the Second Builder comes toward me. His face is the same as always: round, white, a porcelain plate. And—serving something irresistibly tasty on this plate—he says:","I was walking on the dock where the Integral is being built, when the Second Builder came to meet me. His face, as usual, was round and white, a porcelain plate. When he speaks it seems as if he serves you a plate of something unbearably tasty."
"– «…Просто вращая вот эту ручку, любой из вас производит до трех сонат в час. А с каким трудом давалось это вашим предкам. Они могли творить, только доведя себя до припадков „вдохновения“ – неизвестная форма эпилепсии. И вот вам забавнейшая иллюстрация того, что у них получалось, – музыка Скрябина – двадцатый век. Этот черный ящик (на эстраде раздвинули занавес и там – их древнейший инструмент) – этот ящик они называли „рояльным“ или „королевским“, что лишний раз доказывает, насколько вся их музыка…»","“…Just by turning this knob, any of you produces up to three sonatas per hour. And with what difficulty it was given to your ancestors. They could only create by driving themselves into fits of ""inspiration"" - an unknown form of epilepsy. And here's the funniest illustration of what they did - Scriabin's music - the twentieth century. This black box (they parted the curtain on the stage and there is their oldest instrument) - they called this box “piano” or “royal”, which once again proves how much all their music ... ""","“... By merely rotating this handle any one is enabled to produce about three sonatas per hour. What difficulties our predecessors had in making music! They were able to compose only by bringing themselves to strokes of inspiration,—an extinct form of epilepsy. Here you have an amusing illustration of their achievements: the music of Scriabin, twentieth century. This black box,” (a curtain parted on the platform, and we saw an ancient instrument) “this box they called the ‘Royal Grand.’ They attached to this the idea of regality, which also goes to prove how their music....”","""Simply by turning this handle, any of you can produce up to three sonatas an hour. Yet think how much effort this had cost your forebears! They were able to create only by whipping themselves up to fits of 'inspiration'—an unknown form of epilepsy. And here you have a most amusing illustration of what they produced: Scriabin, the twentieth century. They called this black box"" (a curtain parted on the stage, revealing their most ancient instrument) ""a 'grand,' a 'royal' instrument, which only shows once more to what extent their entire music ...""","“… By simply turning this handle, any of you could produce up to three sonatas an hour. What a struggle this was for our ancestors. They could create only if they drove themselves to fits of ‘inspiration,’ a strange form of epilepsy. And here is an amusing illustration of their results: the music of Scriabin, twentieth century. This black box” (at this point the curtains moved apart on the stage and there stood their ancient instrument) “they called this box ‘grand’ or ‘forte,’ which again proves how much all of their music …”","“... Simply by turning this handle, any one of you can produce up to three sonatas per hour. And how much labor such a thing cost your ancestors! They could create only by whipping themselves up to attacks of ‘inspiration’—some unknown form of epilepsy. And here I have for you a most amusing example of what they got for their trouble—the music of Scriabin, twentieth century. This black box (a curtain was pulled aside on the stage, and there stood one of their ancient instruments), this black box was called a ”grand piano,” or even a “Royal Grand,” which is merely one more proof, if any were needed, of the degree to which all their music...”","“… By merely rotating this handle anyone is enabled to produce about three sonatas per hour. What difficulties our predecessors had in making music! They were able to compose only by bringing themselves to attacks of inspiration, an extinct form of epilepsy. Here you have an amusing illustration of their achievements: the music of Scriabin, twentieth century. This black box”—a curtain parted on the platform, and we saw an ancient instrument—“this box they called the ‘Royal Grand.’ They attached to this idea of regality, which also goes to prove how their music …”"
