langs,system,n2m,source,target,n2mS,n2mT
de-en_news,llama,1-0,Gemäß VDE-Vorschrift ist das Gerät mit Schutzleiteranschluss versehen und nur für trockene Räume bestimmt.,,1,0
de-en_news,llama,2-1,"Wenn, solange Sie Ihr Gebiet zu zeichnen versuchen, Ihr Markierungszeichen in die Todesspirale gerät, wird es zerstört, da Sie nicht Ihren eigenen Weg überqueren, bzw. Zurückkönnen. Wenn Sie zögern und Ihre Fläche nicht vollenden, wird eine Zündschnur angesteckt und Ihr Markierungszeichen zerstört.","When you try to mark your territory, your marker will be destroyed if it gets sucked into the death spiral, because you cannot cross your own path or backtrack.",2,1
de-en_news,llama,1-0,"Weitere Informationen siehe ""Service Programm"".",,1,0
de-en_news,llama,1-4,"Programmieru.Test Schalter: SUB-TEST Funktion: Weiterschalten auf nächsten Schriftzug Programmieru.Test Schalter: TEST Funktion: Weiterschalten auf nächsten Programmschritt (Anzeige) Programmieru.Test Schalter: Up Funktion: Rückstellung auf Fabrikeinstellung (bis Schriftzug grün), Aufzählung um 1 Schritt (wenn Schriftzug grün leuchtet) Programmieru.Test Schalter: Down Funktion: Ruckzählung um 1 Schritt Es besteht die Möglichkeit, in das Gerät einen Münzzähler einzubauen.","""Software Test Switch: SUB-TEST"" Function: Proceed to next line. Software Test Switch: TEST Function: Proceed to next program step (display) Software Test Switch: Up Function: Reset to factory settings (until display shows green), enumeration by 1 step (when display shows green) Programming test switch:",1,4
de-en_news,llama,0-1,,Down.,0,1
de-en_news,llama,0-1,,Function: Countdown by 1 step.,0,1
de-en_news,llama,0-1,,There is the possibility to install a coin counter in the device.,0,1
de-en_news,llama,1-0,"Weiterhin kann damit eine ""Höchstzahl von Krediten"", die vor Spielbeginn sein dürfen, eingestellt werden.",,1,0
de-en_news,llama,1-0,"Dieser Wert bestimmt die erforderliche Punktezahl/Trefferzahl, die ein Spieler braucht, damit seine eigenen Initialen (Namen) und die Trefferpunkte auf den Bildschirm eingetragen werden können.",,1,0
de-en_news,llama,1-4,"Weitere Programmierungen: ""Anzahl der Spiele"": Anzahl der Markierungszeichen je Kredit ""Schwelle"": Höhe der %-Zahl, die erreicht werden muss, um Umschaltung auf den nächsten Durchgang ""Zeitgrenze"": Freigabe für zusätzliche Sparx ""Schwierigkeit"": Schwierigkeitsgrad des Spielablaufes ""Anziehton"": bei ""0"" kein Ton bei Standbetrieb bei ""1"" Ton auch bei Standbetrieb (Animierton) ""Tischmodell"": bei ""0"" Standgerät bei ""1"" Tischgerät Die Kredite pro Münze werden auf der ""Einwurfschlitz-Programmierungs""-Anzeige eingestellt.","""Additional programming: Number of games: Number of bookmarks per credit"" ""Threshold: Height of the percentage number that must be reached to switch to the next gear."" ""Time limit: Approval for additional sparks""Or, more idiomatically:""Deadline: Approval for extra sparks"" Difficulty level of the gameplay ""Anziehton"": bei ""0"" kein Ton bei Standbetrieb can be translated as ""No tone at standby"".",1,4
de-en_news,llama,0-1,,"""1""",0,1
de-en_news,llama,0-1,,"Ton also includes a standing operating mode (animated model) ""Tabletop"": ""0"" stationary device ""1"" table device.",0,1
de-en_news,llama,0-1,,"The interest rates per coin are set on the ""Coin Insertion Programming"" display.",0,1
de-en_news,llama,1-0,"Es erscheinen die Trefferpunkte und Initialen des Spielers, einschließlich der 10 nächsten Punktzahlen.",,1,0
de-en_news,llama,1-3,Folgende Werte werden registriert: Gesamt-Kredit: Die Anzahl der bezahlten Kredite.,The following values are registered: Total credit: The number of paid credits.,1,3
de-en_news,llama,1-2,Mittlere Münzen: (nicht vorhanden) Rechtsseitige Münzen: Anzahl der im rechten Münzeinwurfschlitz eingeworfenen Münzen.,"""Middle coins: (not available) Right-hand coin slot: Number of coins inserted into the right coin slot.""",1,2
de-en_news,llama,1-3,"Durchschnittliche Spieldauer in Sek.: Gespielte Minuten/gezahlte + gewährte Kredite High Score (Trefferquote): Anzahl, bei denen ein Spieler genügend hohe Trefferquoten hatte, um andere Spieler aus der Highscore-Liste zu verdrängen.","Average game duration in seconds: Played minutes/paid + granted credits. ""High Score (Trefferquote): Number of players who had high hit rates enough to push other players out of the high score list.""",1,3
de-en_news,llama,1-2,"""Bonus""-Münzeinheiten zeigt die erforderlichen Einheiten, bevor ein Bonuskredit ausgegeben wird.","""Bonus"" coin units show the required units before a bonus credit is issued. Or, more idiomatically:""Bonus"" coin units display the necessary units prior to issuing a bonus credit.",1,2
de-en_news,llama,1-3,"CMOS MEMORY (Speicher) AUSFALL Wenn ""Memory Failure Service Required"" auf der Anzeige erscheint, ist der CMOS RAM, in dom alle Programmierungen gespeichert sind, ausgefallen.","CMOS MEMORY (Storage) OUTAGE When ""Memory Failure Service Required"" appears on the display, the CMOS RAM, in which all programming is stored, has failed.",1,3
de-en_news,llama,1-0,"Die Prüfungen und Einstellungen können zur jeweiligen Programmanzeige eingegeben werden, durch Drücken des ""Test""-Schalters wird jeweils das nächste Programm angezeigt.",,1,0
de-en_news,llama,1-0,"Wenn die Anzeige ""Open Coin Door to Test"" (Münztür zum Prüfen öffnen) erscheint, muss der Programm-Stecker J 19, 1 2 eingesteckt werden.",,1,0
de-en_news,llama,1-3,Hardware-Tests: Diese Tests werden wie folgt durchgeführt: O = aus / I = ein / X = Testergebnisse,Hardware Tests: The following tests are conducted:O = out / I = in / X = test results,1,3
de-en_news,llama,1-2,"Communications RAM vom Video Board Der Communications RAM-Test bestimmt die Funktionssicherheit des Speichers, der von zwei Prozessoren geteilt wird, indem er vorbestimmte Serien von Nummern im RAM speichert und dann prüft, ob die Speicherung korrekt war.",Video Board Communication RAM The Communications RAM Test determines the functional reliability of the memory shared by two processors by storing predetermined sequences of numbers in the RAM and then checking whether the storage was correct.,1,2
de-en_news,llama,1-2,"Video Board CMOS RAM Nachdem Werte in einen anderen Teil des Speichers eingeschrieben wurden, wird das CMOS RAM in der gleichen Weise wie das Communications RAM geprüft.",Video Board Complementary Metal-Oxide-Semiconductor Random Access Memory,1,2
de-en_news,llama,1-0,"Wenn ein Anzeige-RAM ausfällt, das Problem feststellen und das RAM ersetzen.",,1,0
de-en_news,llama,1-3,Einfach nur Schade.. Sie wird zurückgeschickt :/ Schnelle Lieferung und gute Verarbeitung,Just plain sad... She will be sent back :/ Fast delivery and good processing,1,3
de-en_news,llama,1-0,Die Jacke macht einen tollen Eindruck.,,1,0
de-en_news,llama,1-0,"Wir haben sie für unsere Tochter bestellt, sie ist total begeistert.",,1,0
de-en_news,llama,0-1,,"Or, more idiomatically:We can recommend placing an order.",0,1
de-en_news,llama,1-0,"Das Produkt an sich ich ganz okay, allerdings nicht unter einem Jahr.",,1,0
de-en_news,llama,1-0,Jetzt mit 12 Monaten haben wir ihn wieder raus gesucht und er kann ihn verwenden.,,1,0
de-en_news,llama,1-2,Qualität nicht ausreichend / Geht leider zurück Ich habe mich hier durch die teils überschwänglichen Rezensionen wohl blenden lassen.,"""Quality not sufficient / Unfortunately, it's going back"" I was blinded by the overwhelmingly positive reviews here.",1,2
de-en_news,llama,1-0,"Einen sehr großen (zur Aufbewahrung der Ausrüstung) und einen ziemlich kleinen für die wichtigsten, alltäglichen Dinge, die man mal eben mitnimmt.",,1,0
de-en_news,llama,1-2,"Dadurch, dass ich mir gerade das Sigma 70-200 2.8 gekauft habe, ist der kleine Lowepro nun endgültig zu klein geworden und ich benötige Ersatz.","As a result of my recent purchase of the Sigma 70-200 2.8, my small Lowepro bag has become too small and I need a replacement.",1,2
de-en_news,llama,0-1,,"Or, more informally:I had really been hoping for that, but no way it's gonna happen.",0,1
de-en_news,llama,1-0,Auch die Reisverschlüsse und die Materialien der Fächer für das Kleinmaterial sind nicht gerade hochwertig.,,1,0
de-en_news,llama,1-2,"Leider enttäuscht vom dritten Teil Bisher hatte mir die Elektrik-Reihe von E. L. Todd am besten gefallen, jedoch wurde meine Meinung mit diesem Buch revidiert.","Unfortunately disappointed by the third part. I had previously enjoyed the Electricity series by E. L. Todd the most, but my opinion was revised with this book.",1,2
de-en_news,llama,1-0,"Gleichzeitig gab es auch Unstimmigkeiten, meines Empfindens, denn am Ende vom zweiten Teil hat Volt noch versucht Taylors Ex zu überzeugen und ihm nicht geglaubt als er sagte, Taylor würde auf ihn stehen und versucht den Ex zu überzeugen dass Taylor ohne ihn nicht könne und er es selber gehört habe.",,1,0
de-en_news,llama,1-2,"Zuerst einmal: Sooo schlecht ist der Film jetzt nicht, wie viele schreiben.","First of all: The movie isn't that bad, as many people say.",1,2
de-en_news,llama,2-1,"Und die Botschaft ist auch immer die gleiche: Mensch zerstört alles, und weiß nichts zu schätzen, und lernt nicht dazu! Und genau das ist es, was der Film uns sagen möchte!","And the message is always the same: Humanity destroys everything and doesn't appreciate anything, and doesn't learn from it!",2,1
de-en_news,llama,1-2,"Wie oft hab ich bei dem Film nur gedacht ( und das obwohl ich weiß, das es nur nen Film ist, und die Tiere aus dem Computer stammen) : Oh mein Gott, die armen Tiere, da schießen einen oftmals schon die Tränen in den Augen.","How often have I thought during the film (and even though I know it's just a movie and the animals are computer-generated) : Oh my God, the poor animals, they often bring tears to my eyes.",1,2
de-en_news,llama,1-3,Von daher ist Jurassic World Das gefallene Königreich schon wirklich ordentlich gemacht.,"Therefore, Jurassic World: Fallen Kingdom is really well made.",1,3
de-en_news,llama,1-2,"Ein leiser, sensibler Film Manche erwarten hier einen Film à la 8 Mile.","A quiet, sensitive film. Some people expect a film like 8 Mile here.",1,2
de-en_news,llama,2-1,"Danach Durchfälle 5-8 mal täglich. Wenig hilfreich, leider trotz sofortigen Absetzen bleibt der Durchfall schon seit 1 Woche.","Not very helpful, unfortunately, despite immediate discontinuation, the diarrhea has been persisting for a week now.",2,1
de-en_news,llama,1-0,fürchterlicher Gestank und geringes Ergebnis!,,1,0
de-en_news,llama,1-2,Sehr Empfehlenswert Ich nehme die Tabletten nun schon über einen längeren Zeit raum und immer eine Tablette alle 5 Tage.,"Highly Recommended I have been taking the tablets for a longer period of time now, and one tablet every 5 days.",1,2
de-en_news,llama,1-0,"Mein Vitaminhaushalt war schon seid längerem im Keller aufgrund meiner Arbeit, zu wenig Bewegung und noch einer längeren Zusätzlichen Krankheit.",,1,0
de-en_news,llama,1-2,"Nach 3 monatiger Verwendung der Akkuhülle habe ich Folgende groben Mängel entdeckt welche ich als sehr störend empfinde: 1) Die Hülle hat mit der Zeit Probleme sich mit dem Handy zu ""verbinden"".","After three months of using the battery, I have discovered the following major drawbacks, which I find very annoying: The shell has had trouble connecting with the phone over time.",1,2
de-en_news,llama,1-3,Da ich es benutzt habe kann ich es leider nicht mehr umtauschen ich bin enttäuscht und kann es von meiner Seite her nicht weiter empfehlen der Preis für diese Tücher ist weit überzogen mehr als 2 Euro dürfte man nicht geben.,"I used it, so I can't exchange it anymore. I'm disappointed and cannot recommend it from my side. The price for these towels is way too high, you shouldn't pay more than 2 euros for them.",1,3
de-en_news,llama,1-2,"Ich zweifle am Frequenzgang Ich habe mir diesen Lautsprecher für die Dusche gekauft, als mein kleinerer gratis Lautsprecher, den ich als Werbegeschenk bekommen habe, leider kaputt geworden ist.","I doubt the frequency range. I bought this shower speaker for myself since my small free speaker, which I received as a promotional gift, unfortunately broke.",1,2
de-en_news,llama,0-1,,"Or, more idiomatically:My old speaker didn't have great bass, but it did a good job of reproducing frequencies at natural volume levels.",0,1
de-en_news,llama,1-2,"Wir wollten sie kostenlos abholen lassen weil wir sie nicht mehr haben wollten , aber leider nur auf unsere Kosten . sie würden nur die beschädigte teile austauschen aber wie wenn beide kommode beschädigt war.","We wanted to have them picked up for free because we no longer wanted them, but unfortunately only at our expense. They would only replace the damaged parts, but as if both commodes were damaged.",1,2
de-en_news,llama,1-0,Schlechter Service vom Hersteller Amazon hat das alles für uns erledigt und uns das Geld zurück überwiesen.,,1,0
de-en_news,llama,1-2,Ein LOB an Amazon Lieber etwas mehr Geld ausgeben,"A praise for Amazon ""Spend a little more money""",1,2
de-en_news,llama,0-1,,"The mailman stuffed the product into my mailbox, damaging a few templates.",0,1
de-en_news,llama,0-1,,"Or, more formally:",0,1
de-en_news,llama,2-3,"+ Magnetschließen + schöne Optik + stabil wenn er aufgebaut ist + Regalbrett kann beliebig positioniert werden Türen knallen durch Magnete (kann man vielleicht mit Gumminoppen ausgleichen) manche unsaubere Stellen mitgelieferte Dübel sind viel zu klein und wackeln (hatte keine anderen und habe sie da auch kein Pokal im Haus war, mit Bastelkleber festgeklebt) die Halterungen für den Einlegeboden wackeln etwas (habs mit etwas Papier umwickelt und ausgeglichen) Fazit: Wenn er nicht so gut aussehen würde und so gute Maße hätte, würde ich weniger Sterne geben, da man sich alles passend machen muss, um wirklich zufrieden zu sein.","+ Magnetic closure + beautiful design + stable when set up + Shelf can be positioned freely Doors slam shut with magnets (maybe can be adjusted with rubber plugs) some unsightly spots. The provided dowels are much too small and wobbly (I didn't have any others and I also didn't have a cup in the house, so I glued them in place with craft glue) The fittings for the shelf are a bit wobbly (I wrapped them with paper and balanced them out)",2,3
de-en_news,llama,0-1,,"It gets on my nerves.""",0,1
de-en_news,llama,1-0,"Die Farben und auch den Farbwechsel fand ich schön, leider kann man das farbige Licht nicht dimmen.",,1,0
de-en_news,llama,1-2,"Leider konnte ich nur vier ersetzen, denn die anderen beiden wurden ohne Fassung geliefert stattdessen lacht mich an dieser Stelle eine Platine an... Es lag auch nichts im Karton.","Unfortunately, I could only replace four, because the other two were delivered without a socket instead, a plate laughs at me at this spot... There was nothing in the carton.",1,2
de-en_news,llama,1-0,Dennoch ist es kein gutes Indiz für die Qualität dieser Leuchtmittel bisher der einzige Grund für zwei Sterne Abzug.,,1,0
de-en_news,llama,1-2,Fragen versuche ich schnell zu beantworten.,"Or, more idiomatically:I'm happy to help with my assessment, and I appreciate a positive review. Fantastic!",1,2
de-en_news,llama,1-0,**Sie sind hitzebeständig und können bis zu 440 ℉ verwendet werden.,,1,0
de-en_news,llama,1-3,"Schließlich Ich muss sagen, dass ich sehr überrascht bin und ich kann nur empfehlen B-Ware als Neuware Verkauft Amazon Prime Versand einfach Spitze.","Finally, I must say that I am very surprised and I can only recommend. ""B-Ware sold as new""or""B-Ware passed off as new"" Amazon Prime shipping is simply top-notch.",1,3
de-en_news,llama,0-1,,"Or, more idiomatically:Then the shock, the faucet disassembled and all parts inspected.",0,1
de-en_news,llama,1-2,"Produkt an sich top, Außensensor leider schon nach 6 Monaten kaputt Prinzipiell bin ich sehr zufrieden mit diesem Produkt.","Product excellent, outdoor sensor unfortunately defective after 6 months. Fundamentally, I am very satisfied with this product.",1,2
de-en_news,llama,1-2,"Starker Mäher mit schwachem Fangkorb Abgesehen davon, dass der erste Versuch der Lieferung Stand heute immer noch munter mit Hermes durch die Republik fährt, ohne den Weg zu mir oder zurück zu Amazon zu finden, war der Service von Amazon mit dem Auslösen einer Ersatzlieferung wie immer hervorragend.","Strong mower with weak catcher ""Apart from the fact that the first delivery attempt is still roaming around today with Hermes without finding its way to me or back to Amazon, Amazon's service in triggering a replacement delivery was, as always, outstanding.""",1,2
de-en_news,llama,1-0,Eines der beiden Geräte ist in einem Raum mit recht dicken Wänden.,,1,0
de-en_news,llama,1-2,"3D Drucker Prusa i3 DIY Ich habe mir diesen 3D Drucker bestellt, da ich ihn für eigene Projekte nutzen wollte.",Prusa i3 DIY 3D Printer I have ordered this 3D printer because I wanted to use it for my own projects.,1,2
de-en_news,llama,1-3,"Rate vom Kauf ab Für den Preis ok Die Sterne und Kugeln an diesem Kettchen sind mir persönlich etwas zu groß geraten, so dass es recht massiv wirkt.","Advise against the purchase"" Okay for the price. The stars and balls on this chain are a bit too large for my personal taste, so it looks quite massive.",1,3
de-en_news,llama,1-2,Nur: wer etwas magnetisches am Arm hat: Die Schließe ist aus Stahl!,Only those with something magnetic on their arm: The clasp is made of steel!,1,2
de-en_news,llama,1-2,"Nun zur Funktion: Verbindet sich erst nach einiger Spielerei.... hält man sich an die Anleitung funktioniert es gar nicht, erst nachdem ich von der Basisstation wieder eine Batterie entfernt habe und neu eingelegt hatte, haben sich die Sender endlich verbunden.","Now for the function: It only connects after some fiddling... doesn't work at all when following the instructions, only after I removed a battery from the base station and reinserted it did the senders finally connect.",1,2
de-en_news,llama,0-1,,"""Or, more idiomatically: ""Everything is utterly useless for my purposes!""",0,1
de-en_news,llama,1-2,"Transportschaden Hallo, diese Gartenpumpe hatte ich schon einmal, leider war nach 3,5 Jahren das Gewinde der innenliegenden Welle abgerostet.","Transport damage Hello, I had this garden pump before, unfortunately the thread of the inner shaft had rusted after 3.5 years.",1,2
de-en_news,llama,1-2,"Ich habe sie nur aus einem Grund nochmals gekauft, ich brauchte sie dringend wegen der aktuellen Dürre und ich wusste die Anschlüsse der Saugleitung sowie der Ableitung würden passen.","I only bought it again for one reason: I urgently needed it because of the current drought, and I knew the connections of the suction hose and the drain would fit.",1,2
de-en_news,llama,1-0,"Schön, dass das auch mit einer Cent Münze geht, aber auch nur mit einer Cent Münze.",,1,0
de-en_news,llama,1-2,"Entsprechen nicht ganz den angegebenen Maßen Leichtgängige Reißverschlüsse, das Material wirkt robust und das alles in Federgewicht.","Do not quite match the specified dimensions. Easy-to-use zippers, the material feels robust, and it's all in featherweight.",1,2
de-en_news,llama,1-0,"Vorab kann ich schon mal sagen, dass die Höhe geringer ist als angegeben.",,1,0
de-en_news,llama,0-1,,"""Or, more idiomatically in English:""Not high-quality processed, I still wanted to bring it up.",0,1
de-en_news,llama,0-1,,"""Or in a more formal tone:""Despite the lack of high-quality processing, I felt it necessary to mention this.""",0,1
de-en_news,llama,0-1,,"Or, more idiomatically:The price-performance ratio seems reasonable to me, and that's fine.",0,1
de-en_news,llama,1-2,Lange Akkulaufzeit Die Kopfhörer sind wunderbar geschützt.,Long battery life The headphones are wonderfully protected.,1,2
de-en_news,llama,1-0,Laufzeit des Akkus reicht sehr lange aus.,,1,0
de-en_news,llama,1-0,Kaufempfehlung in dieser Preisklasse.,,1,0
de-en_news,llama,1-0,"Schickes Kleid Sehr schönes Kleid, das gut tragbar für die unterschiedlichsten Anlässe ist..",,1,0
de-en_news,llama,1-0,"Preis-Leistung stimmt hier voll überein, zumal ich es auch noch im Blitzangebot erstanden habe.",,1,0
de-en_news,llama,1-0,"Es passt in meiner Grösse perfekt, ich bin froh, dass ich es mir nicht kleiner bestellt habe (wurde ja empfohlen).",,1,0
de-en_news,llama,1-0,"Ich hätte mir nur gewünscht, dass der Ausschnitt nicht so tief wäre, und auch die Ärmel könnten etwas mehr Stoff vertragen (wenn man nicht ganz so schmale Oberarme wie das Modell auf dem Bild hat).",,1,0
de-en_news,llama,1-0,Aber alles in allem ein schicker Kleid für viele Gelegenheiten.,,1,0
de-en_news,llama,1-0,Finger weg.,,1,0
de-en_news,llama,1-0,Schlechter geht es nicht.,,1,0
de-en_news,llama,1-0,"Ich hätte wirklich und ernsthaft nicht erwartet, dass heutzutage so ein Schrott verkauft wird.",,1,0
de-en_news,llama,1-0,Das Laufwerk wird betrieben an einem High End Asus ROG Strix Scar II Gaming Laptop.,,1,0
de-en_news,llama,1-0,Es ist davon auszugehen dass die USB-Anschlüsse ausreichend Strom liefern.,,1,0
de-en_news,llama,1-0,Trotzdem ist ein störungsfreier Betrieb dieses Laufwerks nicht möglich.,,1,0
de-en_news,llama,1-0,"DVD geht normalerweise, Blu-rays werden maximal unzuverlässig erkannt.",,1,0
de-en_news,llama,1-0,"Die Discs müssen mehrfach eingelegt werden, danach macht es Rödel Geräusche wie man sie seit den 90er Jahren von alten PCs und den allerersten CD-ROM Laufwerke nicht mehr gehört hat.",,1,0
de-en_news,llama,1-0,Nach Minuten kann man dann entweder den Rechner neu starten weil es nichts mehr wird oder die Disc wird endlich mal erkannt.,,1,0
de-en_news,llama,1-0,Dann darf man aber auf keinen Fall auf Pause drücken oder zu einem Kapitel springen oder während des Films die Sprache ändern oder auch nur irgendetwas.,,1,0
de-en_news,llama,1-0,Das führt sofort zu einem nicht behebbaren freeze.,,1,0
de-en_news,llama,1-0,"Hinzu kommt, dass natürlich keine Blu-ray Software enthalten ist.",,1,0
de-en_news,llama,1-0,"Wenn man PowerDVD oder ähnliches kostenpflichtig zusätzlich kauft, verdoppelt sich der Preis dieses Laufwerks.",,1,0
de-en_news,llama,1-0,"Tut was es soll, ist aber nicht hübsch.",,1,0
de-en_news,llama,1-0,"Zu allererst möchte ich hervorheben, dass die beiden USB-Ports eigentlich Augenwischerei sind, denn nur der Port, der nach oben zeigt, ist ein USB-Port.",,1,0
de-en_news,llama,1-0,Der andere Stecker ist nur zum Laden irgendwelcher Geräte da und damit relativ nutzlos.,,1,0
de-en_news,llama,1-0,"Das wusste ich beim Kauf noch nicht, weswegen ich ein wenig enttäuscht war.",,1,0
de-en_news,llama,1-0,"Ich brauchte eigentlich einen zweiten Port und hätte ich nur eine schnöde Verlängerung gebraucht, hätte ich mir sicher nicht diesen unförmigen Klumpen mit goldenen Steckern gekauft.",,1,0
de-en_news,llama,1-0,"Aber von der Optik und meiner Fehleinschätzung abgesehen, erfüllt die Verlängerung ihren Dienst sehr zuverlässig.",,1,0
de-en_news,llama,1-0,"Und durch das Gewicht des Steckers baumelt der eingesteckte USB-Stick auch nicht einfach so in der Gegend rum, wie bei einer ganz normalen Verlängerungsschnur.",,1,0
de-en_news,llama,1-0,"Also kein echter Fehlkauf, aber meine Euphorie hält sich in engen Grenzen :-).",,1,0
de-en_news,llama,1-0,Klein aber oho!,,1,0
de-en_news,llama,1-0,Ich habe mir dieses Produkt gekauft damit ich am iPad (Pro) einen Audio Ausgang habe sowie ein Display anschließen kann.,,1,0
de-en_news,llama,1-0,Mit IOS 12 kann man nun auch Daten hin und her schieben.,,1,0
de-en_news,llama,1-0,Dies funktioniert sehr gut.,,1,0
de-en_news,llama,1-0,Des weiteren war die Audioausgabe wie erwartet.,,1,0
de-en_news,llama,1-0,Andere Adapter welche ich auch schon zurück schicken musste konnten dies leider nicht.,,1,0
de-en_news,llama,1-0,Praktisch ist der HDMI Ausgang.,,1,0
de-en_news,llama,1-0,Ich habe nun einen PS4 Controller per BT am Tablet und das der HDMI am TV.,,1,0
de-en_news,llama,1-0,Gleichzeitiges Laden ist kein Problem.,,1,0
de-en_news,llama,1-0,Ton wird über HDMI geliefert.,,1,0
de-en_news,llama,1-0,Für was nutze ich noch meine PlayStation :P Es lag ein kleiner Adapter bei welcher am Tablet befestigt werden kann.,,1,0
de-en_news,llama,1-0,Dieser soll Stabilität bringen und hat auch eine magnetische Halterung.,,1,0
de-en_news,llama,1-0,Mit meiner Hülle passt das nicht mit dem Adapter.,,1,0
de-en_news,llama,1-0,Naja hält auch so sicher und hat Kontakt von daher...,,1,0
de-en_news,llama,1-0,Alles im allen zwar etwas teuer jedoch durch den vollen Funktionsumfang gerechtfertigt.,,1,0
de-en_news,llama,1-0,Dazu noch sehr klein das ganze und in einem Aluminium Stück stabil gefertigt.,,1,0
de-en_news,llama,1-0,Preis Leistung passt.,,1,0
de-en_news,llama,1-0,Jede Menge Leistung Top Gerät.,,1,0
de-en_news,llama,1-0,Läuft seit Monaten ohne Probleme.,,1,0
de-en_news,llama,1-0,Ist nicht gerade leicht oder leise aber bringt ordentlich Leistung.,,1,0
de-en_news,llama,1-0,Ich finde die Mittelstellung der Temperatur (Tp setting) eher etwas zu kühl und bin daher immer auf Stufe 2 unterwegs.,,1,0
de-en_news,llama,1-0,Ist auch schon mehrfach auf den Fliesenboden gefallen und hat es gut überlebt.,,1,0
de-en_news,llama,1-0,Und das schlichte Design gefällt mir auch.,,1,0
de-en_news,llama,1-0,Konkurrenzprodukte sehen ja gerne mal aus wie Raumschiffe.,,1,0
de-en_news,llama,1-0,"Sehr gut Die Verarbeitung des Bürstenkopfes hat einen sehr guten Eindruck hinterlassen, obwohl der Preisunterschied im Vergleich zum Original sehr groß ist, jedoch keinen günstigen Eindruck macht.",,1,0
de-en_news,llama,1-0,Im Einsatz wird das Gefühl eines qualitativ hochwertigen Prozesses bestätigt.,,1,0
de-en_news,llama,1-0,Insgesamt fand ich diese Bürsten sehr gut und kann uneingeschränkt empfohlen werden.,,1,0
de-en_news,llama,1-0,Tolles Produkt mit schwächen Akku,,1,0
de-en_news,llama,1-0,"Wir haben den Tracker seit ca 6 Monaten und sind positiv überrascht im Livemodus ist die Ortung auf gefühlt 0,5m genau.",,1,0
de-en_news,llama,1-0,"Im offline Modus wenn sich der Hund im Haus befindet, springt er jedoch gerne einmal um ein paar Meter was aber nicht störend ist.",,1,0
de-en_news,llama,1-0,Würde mir ihn jederzeit wieder kaufen.,,1,0
de-en_news,llama,1-0,"Was jedoch super wäre, wäre ein Akku der länger hält.",,1,0
de-en_news,llama,1-0,"Aktuell hält er ca 1,5h Tage durch.",,1,0
de-en_news,llama,1-0,Hier wäre eine Lösung super welche 7-14 Tage schaffen würde.,,1,0
de-en_news,llama,1-0,"Es gibt zwar eine XL Version aber leider ist diese für unseren Geschmack zu groß, solange müsste der Akku bei uns gar nicht durchhalten und täglich wechseln finden wir auch unpraktisch.",,1,0
de-en_news,llama,1-0,Man soll sich ja mit dem Hund beschäftigen nicht mit seinen Halsband :-) .,,1,0
de-en_news,llama,1-0,Die App funktionierte auch perfekt.,,1,0
de-en_news,llama,1-0,Nach wenigen Wochen Müll Wir haben die Schuhe bereits in mehreren Größen bestellt.,,1,0
de-en_news,llama,1-0,Sie passen gut und scheinen auch bequem zu sein.,,1,0
de-en_news,llama,1-0,Die Lebensdauer nimmt jedoch immer mehr ab.,,1,0
de-en_news,llama,1-0,"Obwohl mein Sohn die Schuhe lediglich im Sportunterricht trägt, geht bereits nach wenigen Wochen die Sohle kaputt und die Schuhe können nicht weiter benutzt werden.",,1,0
de-en_news,llama,1-0,"Bei dem letzten Paar war es im normalen Gebrauch ebenfalls so, dass sie nicht sehr lange hielten, aber ich dachte für den Unterricht wird es reichen.",,1,0
de-en_news,llama,1-0,Leider war dem nicht so.,,1,0
de-en_news,llama,1-0,Die Schuhe sind teurer Müll und absolut nicht zu empfehlen.,,1,0
de-en_news,llama,1-0,Passt perfekt aber Original?,,1,0
de-en_news,llama,1-0,"Mein letztes Paar Crocs ist nach 5 Jahren leider kaputt gegangen, sodass ich mir mit Freude neue bestellt habe.",,1,0
de-en_news,llama,1-0,Diese hier sind leider auf den ersten Blick schlecht verarbeitet.,,1,0
de-en_news,llama,1-0,"Bequem sind sie genau so wie die, die ich vorher besaß.",,1,0
de-en_news,llama,1-0,"Auf den ersten Blick scheint auch kein Unterschied feststellbar zu sein, jedoch auf den zweiten Blick erkennt man, dass die Kanten schlecht verarbeitet sind und das Halteband an der Ferse recht locker sitzt und sehr wahrscheinlich keine fünf Jahre wie meine vorherigen halten wird.",,1,0
de-en_news,llama,1-0,Ich bin gespannt!,,1,0
de-en_news,llama,1-0,"Überraschend gut Da hier noch kaum Bewertungen zu lesen sind, war ich erst sehr skeptisch.",,1,0
de-en_news,llama,1-0,"Da ich allerdings dieses Jahr zu einem Festival fahre und gerne im Auto schlafen würde, habe ich sie dann doch mal auf gut Glück bestellt.",,1,0
de-en_news,llama,1-0,Zum Lieferumfang waren die Matratze und eine Autoluftpumpe enthalten.,,1,0
de-en_news,llama,1-0,Zur Matratze: Ich habe sie testweise in das Auto (Citroen Berlingo) ausgelegt.,,1,0
de-en_news,llama,1-0,"Dabei ist mir aufgefallen, dass auf einer Seite sich etwas Schimmel befindet.",,1,0
de-en_news,llama,1-0,"Ich habe es weggewischt und hoffe mal, dass dieser nicht wieder auftaucht.",,1,0
de-en_news,llama,1-0,Im aufgepumpten Zustand wurde direkt ein Liegetest durchgeführt.,,1,0
de-en_news,llama,1-0,Es lässt sich gut darauf liegen und passt super zum Festival.,,1,0
