langs,system,n2m,source,target,n2mS,n2mT
de-en,gpt3,1-2,"""Was ist denn?"", fragte ich.","""What is it?"" I asked.",1,2
de-en,gpt3,1-4,"""Käse, bitte"", sagte ich, ""was hast du denn?"" ""Nichts"", flötete Selma, ""hab ich doch gesagt.""","""Cheese, please,"" I said. ""What's wrong with you?"" ""Nothing,"" Selma trilled. ""I already said that.""",1,4
de-en,llama,1-2,"""Klappe halten"", sagte der Optiker noch einmal lauter und ging schneller, ""Selma findet nur sehr selten etwas bedrohlich oder unansehnlich.""","""Keep your mouth shut,"" the optician said again, louder this time, and walked faster. ""Selma only finds things threatening or unattractive on rare occasions.""",1,2
de-en,llama,2-1,"Der Optiker wurde jetzt langsamer. Der Weg zu Selmas Haus, der eigentlich zehn Minuten dauerte, kam ihm plötzlich vor wie eine Tagesreise, eine Tagesreise mit sehr, sehr viel Gepäck.","The optician slowed down now , ten minute walk to Selma's house suddenly felt like day long journey with very heavy luggage .",2,1
de-en,llama,2-1,"Er würde sich an Bauer Häubels Bett stellen und fragen: ""Passt es Ihnen jetzt? Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen.""","He would stand by Farmer Häubel's bed and ask, ""Is this a good time for you? I can come back at a later time if needed.""",2,1
de-en,llama,2-1,"Sie machten unbekümmert all das, was man bei Aberglauben nicht machen darf: Sie saßen gelassen unter Wanduhren, obwohl man bei Aberglauben daran sterben kann, sie schliefen mit dem Kopf zur Tür hin, obwohl das bei Aberglauben bedeutet, dass man durch genau die Tür bald mit den Füßen zuerst hinausgetragen wird.","They did carefree all that you are not supposed to do with superstition: they sat calmly under wall clocks, even though you can die from superstition, they slept with their heads towards the door, although this means in superstition that one will soon be carried out feet first through exactly this door.",2,1
de-en,llama,2-1,"Seit unserer ersten Zugfahrt spielten wir immer dasselbe: Wir stellten uns mit dem Rücken zu den Fenstern an die gegenüberliegenden Zugtüren, Martin machte die Augen zu, ich sah aus dem Fenster der Zugtür, die Martin im Rücken hatte.","Since our first train ride, we always played the same game: We stood with our backs to the windows and faced the opposite train doors, Martin closed his eyes, and I looked out the window next to Martin's back.",2,1
de-en,llama,1-2,"""Jetzt Feld. Weide.","""Now field. Meadow.",1,2
de-en,llama,4-1,"Wald. Wiese. Weide, Weide. Reifenfabrik.",Woods.,4,1
de-en,llama,1-0,Dorf.,,1,0
de-en,llama,4-1,Weide. Feld. Hochsitz zwei. Waldstück.,"Meadow.Waide.Weide.Tire factory.Village.Meadow.Field.High seat two.Woods.Farm.Field.Woods.Highseat three.Village.""",4,1
de-en,llama,1-0,Hof.,,1,0
de-en,llama,1-0,Feld.,,1,0
de-en,llama,4-1,"Wald. Hochsitz drei. Dorf."" ""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne.","""What else could it have been,"" said Selma, and that one could hardly mistake an okapi for any other animal.",4,1
de-en,llama,1-2,"""Käse, bitte"", sagte ich, ""was hast du denn?"" ""Nichts"", flötete Selma, ""hab ich doch gesagt.""","""Cheese, please,"" I said, ""what's wrong with you?"" ""Nothing,"" Selma replied, ""I already said that.""",1,2
ja-en,human,1-2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の普通の三十代女性と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"There are times when I feel like it's too much bother, knowing I have to work the next day. But it's the only connection I have to the world outside the convenience store and a precious opportunity to mingle with ""normal"" women my age, so I usually accept her invitations.",1,2
ja-en,human,1-2,二つ年下の妹は、私と違って、普通の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"My little sister, who is two years younger than me, was a normal child. Even so, she never tried to avoid me; indeed, she adored me.",1,2
ja-en,human,2-1,お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。 そのため、妹はいつも私についてまわっていた。,"It also helped that I wasn't all that interested in sweets and toys and would often give them to her, and so she was always hanging around me.",2,1
ja-en,human,0-1,,"""Daddy likes yakitori, doesn't he?",0,1
ja-en,human,1-4,お父さん、焼き鳥好きだから、今日、これを焼いて食べよう 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"Let's grill it and have it for dinner!"" She looked at me, startled. Thinking she hadn't heard properly, I repeated what I'd said, this time clearly enunciating my words. The mother sitting next to her gaped at me, her eyes, nostrils, and mouth forming perfect O's.",1,4
ja-en,human,1-2,変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。,She looked so comical I almost burst out laughing. But then I saw her staring at the bird in my hand and I realized that one of these little birds probably wouldn't be enough for Daddy.,1,2
ja-en,human,1-2,近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、恵子!ととがめるような声で、必死に叫んだ。,"I asked, glancing at two or three other birds strutting around. ""Keiko!"" my mother exclaimed reprovingly, finally coming to her senses.",1,2
ja-en,human,2-1,ね、かわいそうでしょう? なんで?,"The poor little thing!""",2,1
ja-en,human,1-3,せっかく死んでるのに 私の疑問に、母は絶句した。,"""But it's dead. Let's eat it!"" My mother was speechless.",1,3
ja-en,human,1-3,あー、あと煙草の５番を一つ かしこまりました すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。,"""Oh, and a pack of Marlboro Menthol Lights."" ""Right away, sir."" I take out a pack of the cigarettes and scan the bar code.",1,3
ja-en,human,3-1,客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。 店員の掛け声に、バーコードをスキャンする音。 かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。,"From the tinkle of the door chime to the voices of TV celebrities advertising new products over the in-store cable network, to the calls of the store workers, the beeps of the bar code scanner, the rustle of customers picking up items and placing them in baskets, and the clacking of heels walking around the store.",3,1
ja-en,gpt4,1-2,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートにはトレーニングと大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"To get used to handling money, real currency was placed in the cash register. Though it was clearly marked ""training"" on receipts and despite being served by part-time workmates dressed in the same uniforms, it felt somewhat like playing store.",1,2
ja-en,gpt4,1-2,二つ年下の妹は、私と違って、普通の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"My younger sister, two years my junior, was unlike me, a ""normal"" child. However, that didn't mean she kept her distance from me; on the contrary, she admired me.",1,2
ja-en,gpt4,1-3,お父さん、焼き鳥好きだから、今日、これを焼いて食べよう 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"""Dad likes yakitori, so let's grill this and eat it today,"" I said, clearly enunciating each word. Upon hearing me, my mother gasped in shock. The other child's mother next to her widened her eyes, nostrils, and mouth all at once in surprise as well.",1,3
ja-en,gpt4,1-2,変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。,It was a funny face that almost made me laugh. But seeing her stare intently at what was in my hand made me realize that one bird wouldn't be enough.,1,2
ja-en,gpt4,2-1,ほら、皆も泣いてるよ。 お友達が死んじゃって寂しいね。,"Look around you; everyone is crying because they have lost a friend.""",2,1
ja-en,gpt4,2-1,ね、かわいそうでしょう? なんで?,"""Why? We're going to waste it though.""",2,1
ja-en,gpt4,1-3,あー、あと煙草の５番を一つ かしこまりました すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。,"""Ah, and one of number five cigarettes too."" ""Certainly."" Swiftly grabbing a Marlboro Light Menthol, I scan it at the register.",1,3
ja-en,gpt4,1-2,画面をタッチしながら、男性の目線がファーストフードが並んだショーケースにすっと移ったのを見て、指の動きを止める。,"While touching the screen, I notice his gaze shifting towards the showcase filled with fast food. I stop moving my fingers.",1,2
ja-en,gpt3,1-2,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Today, the members were Miho, Yukari who had brought her still-small children, and Satsuki who was married but had no children yet. We were at Miho's house, having tea and cakes that we had brought.",1,2
ja-en,gpt3,1-2,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートにはトレーニングと大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"The cash register was filled with real money, but the receipts were printed with the word ""TRAINING"" in large letters, and the people we served were our colleagues in the same uniform. It felt like a game of pretend shopping.",1,2
ja-en,gpt3,1-2,お父さん、焼き鳥好きだから、今日、これを焼いて食べよう 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"""Dad, I'm going to make some yakitori today."" My mother and the other mothers nearby seemed to have been taken aback, their eyes, noses and mouths all opening wide, when I repeated my words in a clear voice, as if they hadn't heard me the first time.",1,2
ja-en,gpt3,1-2,近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、恵子!ととがめるような声で、必死に叫んだ。,"My mother seemed to come to her senses when she saw the sparrows walking around in pairs and threes nearby. ""Eko!"" she exclaimed in a scolding voice.",1,2
ja-en,gpt3,1-3,あー、あと煙草の５番を一つ かしこまりました すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。,"""Ah, and one pack of cigarettes, number five."" ""Right away."" I quickly pulled out a Marlboro Light Menthol and scanned it at the register.",1,3
ja-en,gpt3,4-1,客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。 店員の掛け声に、バーコードをスキャンする音。 かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。 全てが混ざり合い、コンビニの音になって、私の鼓膜にずっと触れている。,"The chime that rings when customers enter, the idol's voice advertising new products on the radio, the calls of the store clerks, the sound of barcodes being scanned, the sound of items being placed in baskets, the sound of plastic bags being gripped, and the sound of heels walking around the store—all these sounds mix together to form the ""sound of the convenience store"" that lingers in my ears.",4,1
ja-en,llama,1-2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の普通の三十代女性と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Although she sometimes feels pressured to conform to societal expectations, she values the unique opportunity to interact with other women in their thirties who are not part of her usual convenience store circle. Therefore, she tries to participate in Miho's invitations as much as possible.",1,2
ja-en,llama,1-0,私は、今、自分が生まれたと思った。,,1,0
ja-en,llama,1-2,二つ年下の妹は、私と違って、普通の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"My two-year-old sister was not like me, she was a normal child, and she didn't avoid me because I was different. Instead, she admired me and would often come near me.",1,2
ja-en,llama,1-3,お父さん、焼き鳥好きだから、今日、これを焼いて食べよう 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"""Dad, I love grilled chicken, so let's grill this and eat it today,"" I said, repeating the words clearly. Mother seemed surprised; her eyes, nostrils and mouth all opened wide in shock. The other mother next to us also seemed startled; she was making such a funny face that I felt like laughing.",1,3
ja-en,llama,1-0,小鳥さんはね、お墓をつくって埋めてあげよう。,,1,0
ja-en,llama,3-2,ほら、皆も泣いてるよ。 お友達が死んじゃって寂しいね。 ね、かわいそうでしょう?,"Look sadly around you your friends are crying. They must have been lonely because their friend died.""",3,2
ja-en,llama,1-3,あー、あと煙草の５番を一つ かしこまりました すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。,"""Ah, I'll also take number five cigarette."" ""Understood."" Quickly pulling out a Marlboro Light Menthol and scanning it at the register.",1,3
ja-en,llama,3-1,客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。 店員の掛け声に、バーコードをスキャンする音。 かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。,"The chime of the doorbell as customers come in, the voice of the idol advertising new products over the in-store broadcast, the beeping of the barcode scanner, the sound of items being placed in a bag, the crinkling of a bag of chips, the sound of high heels walking around the store.",3,1
de-pl,human,1-4,"""Käse, bitte"", sagte ich, ""was hast du denn?"" ""Nichts"", flötete Selma, ""hab ich doch gesagt.""",Poproszę z serem. Ale co ci jest? Nic zaszczebiotała znów Selma. Przecież mówiłam.,1,4
de-pl,human,1-2,"""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne.",A cóż by innego? odparła Selma. Trudno przecież pomylić okapi z innym zwierzęciem.,1,2
de-pl,human,1-2,"""Doch"", sagte ich, es könne ja auch ein verwachsenes Rind gewesen sein, eine falsch zusammengesetzte Giraffe, eine Laune der Natur, und die Streifen und das Rostrote, das könne man doch alles nicht so genau erkennen in der Nacht, da sei schließlich alles sehr verschwommen.","Ale to mogła być przecież jakaś przerośnięta krowa albo żyrafa złożona z niewłaściwych kawałków, taki kaprys natury, a co do pasów i rudego odcienia, to przecież w nocy nie da się zobaczyć wszystkiego aż tak dokładnie. Po ciemku wszystko całkiem się rozmywa.",1,2
de-pl,human,1-2,"""Das ist doch Quatsch"", sagte Selma und rieb sich die Stirn, ""das ist doch leider Quatsch, Luise.""","Co za bzdura fuknęła Selma i potarła sobie czoło. To niestety kompletna bzdura, Luizo.",1,2
de-pl,human,1-2,"Das gelang sehr gut, sodass ich im zweiten Schuljahr nichts mehr aufzählte und Martin, mit dem Rücken zum Fenster und geschlossenen Augen, fast alles aufsagen konnte, was ich durch das beschlagene Zugfenster gerade sah: ""Drahtfabrik"", sagte er, genau in dem Moment, als wir an der Drahtfabrik vorbeifuhren.","Szło to całkiem nieźle i w drugiej klasie nic już nie musiałam podpowiadać, a Martin, stojąc z zamkniętymi oczami tyłem do okna, umiał wymienić prawie wszystko to, co akurat widziałam przez zaparowane okno pociągu. Fabryka drutu powiedział dokładnie w momencie, kiedy mijaliśmy fabrykę drutu.",1,2
de-pl,human,3-1,Wald. Wald. Hochsitz eins.,Las. Las. Ambona pierwsza.,3,1
de-pl,human,3-1,Feld. Wald. Wiese.,Pole. Las. Pastwisko.,3,1
de-pl,human,2-1,Reifenfabrik. Dorf. Weide.,Fabryka opon. Wieś. Łąka.,2,1
de-pl,human,2-1,Waldstück. Hof.,Zagajnik. Zagroda.,2,1
de-pl,human,2-1,Wald. Hochsitz drei.,Las. Ambona trzecia.,2,1
de-pl,human,1-2,"""Selbstverständlich"", würde Bauer Häubel sagen, ""treten Sie doch ein"", und der Tod würde eintreten.","""Oczywiście powiedziałby rolnik Häubel proszę, niechże pani wejdzie"". Na co śmierć przestąpiłaby próg.",1,2
de-pl,human,2-1,"Sie schaute lange auf den Hund. Dann sah sie meinen Vater an, als sei er ein Geschenkideengeschäft.","Długo przypatrywała się psu, a potem spojrzała na ojca, jakby był sklepikiem z pamiątkami.",2,1
de-pl,human,1-2,"""Klappe halten"", sagte der Optiker noch einmal lauter und ging schneller, ""Selma findet nur sehr selten etwas bedrohlich oder unansehnlich.""","Morda w kubeł! powtórzył głośniej Optyk i przyspieszył kroku. Selma bardzo rzadko uważa, że coś jest groźne lub nieapetyczne.",1,2
de-pl,human,1-2,"""Besonnenheit war das"", sagten die Stimmen, ""Angst ist ja manchmal doch ein guter Ratgeber"", sagten sie und summten die Titelmelodie der Vorabendserie.",To z roztropności skontrowały głosy. Strach jest niekiedy dobrym doradcą dodały i zanuciły melodię z amerykańskiego serialu.,1,2
de-pl,human,1-2,"Auch das Schwimmen hatten Selma und der Optiker uns beigebracht, sie hatten im Nichtschwimmerbecken gestanden, beide bis zum Bauchnabel im Wasser, Selma trug eine große violette Rüschen-Badehaube, die aussah wie eine Hortensie und die sie sich von Elsbeth geliehen hatte, damit Rudi Carrells Frisur nichts geschah.","Selma i Optyk nauczyli nas także pływać. Stali oboje w brodziku po pępek w wodzie, Selma miała na głowie duży fioletowy czepek z koronkami, który przypominał hortensję, pożyczyła go od Elsbeth, żeby uchronić fryzurę Rudiego Carrella.",1,2
de-pl,gpt4,4-1,Das Gehöft vom verrückten Hassel. Wiese. Wald. Wald.,Gospodarstwo szalonego Hassela.,4,1
de-pl,gpt4,1-0,Hochsitz eins.,,1,0
de-pl,gpt4,4-1,"Feld. Wald. Wiese. Weide, Weide.",Łąka.,4,1
de-pl,gpt4,4-1,Reifenfabrik. Dorf. Weide. Feld. Hochsitz zwei.,"Las.Las.Stanowisko myśliwskie jedno.Pole.Las.Hala.Trawnik.Fabryka opon.Wioska.Trawnik.Pole.Stanowisko myśliwskie dwa.Fragment lasu.Dworzec.Pole.Las.Stanowisko myśliwskie trzy.Wioska.""",4,1
de-pl,gpt4,1-0,Waldstück.,,1,0
de-pl,gpt4,1-0,Hof.,,1,0
de-pl,gpt4,1-0,Feld.,,1,0
de-pl,gpt4,4-1,"Wald. Hochsitz drei. Dorf."" Bauer Häubel war der festen Überzeugung, dass der Tod höflich sein würde, so wie Bauer Häubel selbst es sein Leben lang gewesen war.","Rolnik Häubel był głęboko przekonany, że śmierć będzie grzeczna, tak jak sam rolmik Häubel przez całe swoje życie.",4,1
de-pl,gpt4,1-3,"Bauer Häubel würde sich aufrichten und ""Nein, nein, es passt mir gerade sehr gut"" sagen, ""lassen Sie es uns besser nicht noch einmal verschieben, wer weiß, wann Sie es wieder einrichten können"", und der Tod würde sich auf den schon bereitgestellten Stuhl am Kopfende setzen.","Rolnik Häubel podnosi się i mówi: ""Nie, nie wszystko jest idealne"". , lepiej niczego więcej nie odkładajmy kto wie,kiedy będzie możliwe następne spotkanie"" I nasza śmierć usiądzie na już przygotowanym krześle obok łóżka.",1,3
de-pl,gpt4,2-1,"Er würde sich im Vorhinein für die Kälte seiner Hände entschuldigen, die, das wusste Bauer Häubel, ihm überhaupt nichts ausmachen würde, und dann eine Hand auf Bauer Häubels Augen legen. Das stimmte.",Przedtem przeprosi za zimne dłonie które o tym Bauer Häubel był przekonany nie sprawią mu żadnych klopektów po czym położy jedną dłoń na oczy Bauera Haübla To prawda.,2,1
de-pl,gpt4,1-2,"Auch das Schwimmen hatten Selma und der Optiker uns beigebracht, sie hatten im Nichtschwimmerbecken gestanden, beide bis zum Bauchnabel im Wasser, Selma trug eine große violette Rüschen-Badehaube, die aussah wie eine Hortensie und die sie sich von Elsbeth geliehen hatte, damit Rudi Carrells Frisur nichts geschah.","Selma i optyk nauczyli nas także pływać, stojąc w basenie dla niepływających, obydwoje po pępki w wodzie. Selma miała na głowie dużą fioletową czapeczkę do kąpieli z falbanami, która wyglądała jak hortensja i której pożyczyła od Elsbeth, aby nic się nie stało fryzurze Rudi Carrella.",1,2
de-pl,gpt4,1-2,"Auf jeder Postkarte war eine Landschaft abgebildet, die mit der Kreisstadt nicht das Geringste zu tun hatte, nämlich eine mit Meer, Wasserfall oder Wüste, und dazu jeweils ein Sinnspruch, der mit dem Optiker nicht das Geringste zu tun hatte.","Na każdej pocztówce widniała jakaś sceneria która niczego nie miała wspólnego z miastem powiatowym; morska krajobraz , wodospad lub pustynia . A także zawierały pewien sentencje która nic Polski w tługniela wspólnego miała również optometryście.",1,2
de-pl,gpt3,1-4,"""Käse, bitte"", sagte ich, ""was hast du denn?"" ""Nichts"", flötete Selma, ""hab ich doch gesagt.""","Ser, proszę powiedziałem. Co ci jest? Nic zakwiliła Selma. Przecież powiedziałam.",1,4
de-pl,gpt3,1-2,"""Das ist doch Quatsch"", sagte Selma und rieb sich die Stirn, ""das ist doch leider Quatsch, Luise.""","To jest bez sensu stwierdziła Selma, masując czoło. Niestety, to jest bez sensu, Luise.",1,2
de-pl,gpt3,2-1,"""Jetzt Feld. Weide. Das Gehöft vom verrückten Hassel.","""Teraz pole. Łąka. Gospodarstwo szalonego Hassela.",2,1
de-pl,gpt3,3-1,Wald. Wald. Hochsitz eins.,Las. Las. Wieża obserwacyjna jeden.,3,1
de-pl,gpt3,3-1,"Wald. Wiese. Weide, Weide.",Las. Łąka. Łąka.,3,1
de-pl,gpt3,2-1,Reifenfabrik. Dorf. Weide.,Fabryka opon. Wieś. Łąka.,2,1
de-pl,gpt3,2-1,Hochsitz zwei. Waldstück.,Wieża obserwacyjna dwa.,2,1
de-pl,gpt3,2-1,Wald. Hochsitz drei.,Las. Wieża obserwacyjna trzy.,2,1
de-pl,gpt3,1-2,"Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde.","A miłość może jej się właśnie wydać brzydką szepczały głosy. Przecież jest powód, dlaczego prawda została tak długo ukryta.",1,2
de-pl,gpt3,1-2,"""Besonnenheit war das"", sagten die Stimmen, ""Angst ist ja manchmal doch ein guter Ratgeber"", sagten sie und summten die Titelmelodie der Vorabendserie.",To była rozwaga mówiły głosy. Przecież strach czasem jest dobrym doradcą.,1,2
de-pl,gpt3,1-3,"Auch das Schwimmen hatten Selma und der Optiker uns beigebracht, sie hatten im Nichtschwimmerbecken gestanden, beide bis zum Bauchnabel im Wasser, Selma trug eine große violette Rüschen-Badehaube, die aussah wie eine Hortensie und die sie sich von Elsbeth geliehen hatte, damit Rudi Carrells Frisur nichts geschah.","Pływanie nauczyli nas Selma i optyk. Stało się to w basenie dla nieumiejących pływać, oboje po pas w wodzie. Selma miała na głowie wielką, fioletową rybaczkę, wyglądającą jak hortensja, którą pożyczyła od Elżbiety, by fryzura Rudiego Carrella nie ucierpiała.",1,3
de-pl,gpt3,2-1,"Während Selma einkaufte, hatte der Optiker mittlerweile den ganzen immerhin 96-fächrigen Postkartenständer vor dem Geschenkideengeschäft gelesen und vollgequalmt. Auf jeder Postkarte war eine Landschaft abgebildet, die mit der Kreisstadt nicht das Geringste zu tun hatte, nämlich eine mit Meer, Wasserfall oder Wüste, und dazu jeweils ein Sinnspruch, der mit dem Optiker nicht das Geringste zu tun hatte.","Gdy Selma robiła zakupy, optyk przeczytał i całkowicie wypalił stelaż z 96 karteczkami, na których widniały krajobrazy nie mające nic wspólnego z miastem, jak morza, wodospady czy pustynie, a do każdego z nich dołączony był cytat, który nie miał nic wspólnego z optykiem.",2,1
de-pl,llama,1-2,"""Käse, bitte"", sagte ich, ""was hast du denn?"" ""Nichts"", flötete Selma, ""hab ich doch gesagt.""","""Ser, proszę"" powiedziałem, ""co masz?"" ""Nic"" śpiewała Selma, ""to już powiedziała"".",1,2
de-pl,llama,2-1,"""Jetzt Feld. Weide. Das Gehöft vom verrückten Hassel.","""Teraz pole. łąka. Gospodarstwo Hassela.",2,1
de-pl,llama,3-1,Wiese. Wald. Wald.,Wioska. łąka.,3,1
de-pl,llama,4-1,Hochsitz eins. Feld. Wald. Wiese.,Las. Las. Wysoki siedlisko jedno.,4,1
de-pl,llama,1-0,"Weide, Weide.",,1,0
de-pl,llama,1-0,Reifenfabrik.,,1,0
de-pl,llama,1-0,Dorf. Weide.,,1,0
de-pl,llama,4-1,Hochsitz zwei. Waldstück. Hof. Feld.,"Las.łąka.Weide.Weide.Fabryka opon.Wieś.łąka.Pole.Wysoki siedlisko dwa.Las.Gospodarstwo.Pole.Las.Wysoki siedlisko trzy.Wieś.""",4,1
de-pl,llama,4-1,"Wald. Hochsitz drei. Dorf."" Bauer Häubel war der festen Überzeugung, dass der Tod höflich sein würde, so wie Bauer Häubel selbst es sein Leben lang gewesen war.","Bauer Häubel był pewien, że śmierć będzie wyszukana, jak sam Bauer Häubel całe swoje życie był.",4,1
de-pl,llama,2-1,"Er stellte sich vor, wie der Tod vorsichtig anklopfte, die Tür nur einen Spalt öffnete und ""Darf ich?"" fragte, was Bauer Häubel natürlich bejahen würde. ""Selbstverständlich"", würde Bauer Häubel sagen, ""treten Sie doch ein"", und der Tod würde eintreten.","Sołtys Häubel wyobrażał sobie, jak śmierć delikatnie kłuka na drzwiach, otwiera je tylko szczelinę i pyta: ""Czy mogę?"" a Bauer Häubel naturalnie odpowie ""Tak, oczywiście"" i śmierć wejdzie.",2,1
de-pl,llama,2-1,"Er würde sich an Bauer Häubels Bett stellen und fragen: ""Passt es Ihnen jetzt? Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen.""","""Proszę, wejdźcie"" powiedzie Bauer Häubel, a śmierć stanie się u jego łóżka i zapyta: ""Czy teraz pasuje?""",2,1
de-pl,llama,2-1,"Damit hatte er völlig recht, und damit hatte er leider mehr gesagt, als er den Stimmen eigentlich hätte antworten sollen. Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde.","Miał całkiem rację, i miał szkoda, że powiedział więcej, niż powinien, bo miłość może znaleźć to w końcu nieprzyjemne, susurrały głosy, bo jest powód, dla którego prawda była tak długo ukryta.",2,1
de-pl,llama,3-1,"Auf jeder Postkarte war eine Landschaft abgebildet, die mit der Kreisstadt nicht das Geringste zu tun hatte, nämlich eine mit Meer, Wasserfall oder Wüste, und dazu jeweils ein Sinnspruch, der mit dem Optiker nicht das Geringste zu tun hatte. Jetzt, da er merkte, dass die Stimmen immer kraftvoller und er immer kraftloser wurde, sagte er sich die Sprüche auf, laut und schon kurz vor Selmas Haus. Wenn ich unten bei Selma schlief, erzählte sie mir am Bettrand Geschichten mit guten Enden.","Na każdej pocztówce była utrwalona krajobraz, który z miastem powiatowym nic nie miał wspólnego morze,wodospad lub pustynia , a także sentencja która z optykiem nic nie miała wspólnego.Teraz,gdy zauważyże głosy słabsze i słabsze,-a on samsłabszy-i słabszy staje się powtórzy sobie te sentencje na głos jaż krótko Kiedy śpiłem u dołu u Selmy, opowiadała mi historie z happy endami.",3,1
fr-en,human,1-2,"Sur l'autre, elle lève le poing gauche, le droit est retenu par la main d'un homme, grand, en veste claire et pantalon à pinces, à la posture nonchalante.","In the other photo, the child's left hand is raised, fist closed, the right one held back by the hand of a man. He is tall with a light-colored jacket and pleated trousers, his bearing nonchalant.",1,2
fr-en,human,1-2,Les garçons étaient fiers de partir au régiment et on les trouvait beaux en soldats.,Boys were proud to leave for their military service. We thought they looked handsome in their uniforms.,1,2
fr-en,human,1-2,"Le soir du conseil de révision, ils faisaient la tournée des cafés pour célébrer la gloire d'être reconnus comme de vrais hommes.","On recruitment night, they made the rounds of the cafés to celebrate. It brought them glory to be recognized as real men.",1,2
fr-en,human,1-2,"Dans les rues du centre, les haut-parleurs beuglaient des incitations à acheter, entrecoupées de chansons d'Annie Cordy et d'Eddie Constantine, pour gagner la Simca ou la salle à manger.","Loudspeakers bellowed sales pitches through the streets of the town center, interspersed with songs by Annie Cordy and Eddie Constantine. Buy, we were urged, to get a chance to win a Simca or a dining room suite.",1,2
fr-en,human,1-2,"Les enfants n'écoutaient pas et se dépêchaient de quitter la table dès qu'ils en avaient reçu la permission, profitant de la bienveillance générale des jours de fête pour se livrer aux jeux interdits, sauter sur les lits et faire de la balançoire la tête en bas.","The children didn't listen. They rushed from the table the moment they were excused and took advantage of the holiday goodwill to play forbidden games, jumping on beds, swinging upside down.",1,2
fr-en,gpt4,2-1,"Le dimanche soir, les cars revenaient de la mer avec de grands jeunes gens en short qui chantaient à tue-tête, grimpés sur le toit à bagages. Les chiens se promenaient en liberté et s'accouplaient au milieu de la rue.",On Sunday evenings buses returned from sea with young lads in shorts singing at top of their lungs and were climbing onto roof racks for luggage storage while dogs roamed free mating on streetships.,2,1
